Participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
5e38b883793a080e2aa7adf8,CHIL,8003.615,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
5e38b883793a080e2aa7adf8,BLACK,8003.26,Studied,29,1,NotRecalled,NA,NA,NA,NA,NA,WHITE,related,white,41,1
5e38b883793a080e2aa7adf8,HOTEL,8000.05,Studied,5,1,Recalled,NA,NA,NA,NA,NA,SUITE,unrelated,,,
5e38b883793a080e2aa7adf8,BRIDE,8003.585,Studied,3,1,Recalled,NA,NA,NA,NA,NA,NA,unrelated,,,
5e38b883793a080e2aa7adf8,BUTTER,8003.485,Studied,6,2,Recalled,Identical,8,Identical,BUTTER,NA,NA,identical,butter,8,2
5e38b883793a080e2aa7adf8,ALIVE,8003.655,Studied,7,2,Recalled,Identical,10,Unrelated,DRESS,NA,NA,identical,alive,9,2
5e38b883793a080e2aa7adf8,WILD,8003.835,Studied,29,2,Recalled,NA,3,Identical,MIDDLE,NA,NA,unrelated,,,
5e38b883793a080e2aa7adf8,TOUR,8003.56,Studied,33,2,Recalled,NA,34,Unrelated,HEAR,NA,NA,unrelated,,,
5e38b883793a080e2aa7adf8,MOST,8003.69,Studied,35,2,Recalled,NA,9,Identical,ALIVE,NA,NA,unrelated,,,
5e38b883793a080e2aa7adf8,FIRST,8003.615,Studied,36,2,Recalled,Identical,11,Identical,FIRST,NA,NA,identical,first,11,2
5e38b883793a080e2aa7adf8,LOOK,8003.58,Studied,37,2,Recalled,NA,"13,29",Unrelated,BELL,NA,NA,unrelated,,,
5e38b883793a080e2aa7adf8,BRIDE,8003.835,Studied,3,1,Recalled,NA,NA,NA,NA,NA,NA,unrelated,,,
5e38b883793a080e2aa7adf8,DEAF,8003.665,Studied,12,1,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
5e38b883793a080e2aa7adf8,DIRT,8003.535,Studied,37,1,Recalled,NA,6,Related,FOUR,FIVE,NA,unrelated,,,
5e38b883793a080e2aa7adf8,SMILE,8003.6,Studied,35,1,NotRecalled,NA,NA,NA,NA,NA,FROWN,related,frown,40,1
5e38b883793a080e2aa7adf8,LEARN,8003.78,Studied,20,1,NotRecalled,NA,NA,NA,NA,NA,TEACH,related,teach,37,1
5e38b883793a080e2aa7adf8,JUMP,8003.87,Studied,21,1,Recalled,NA,29,Unrelated,SPICE,NA,NA,unrelated,,,
5e38b883793a080e2aa7adf8,WATTER,8003.89,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
5e38b883793a080e2aa7adf8,LEMON,8003.91,Studied,15,3,Recalled,NA,8,Related,LIME,LEMON,LIME,related,lime,8,3
5e38b883793a080e2aa7adf8,THROW,8003.94,Studied,13,3,Recalled,NA,30,Related,REEF,CORAL,TOSS,related,toss,26,3
