Participant,Prime,Prime_Duration,rt,Response
RK,SPUN,115.57,4428.995,CCC
RK,LYNX,116.485,2523.375,LYNX
RK,SPAN,116.11,1454.17,F
RK,CHEAT,116.175,2808.715,CHEAT
RK,OPTION,118.015,3008.575,OPTION
RK,PULL,118.59,1756.01,PULL
RK,LEND,118.44,5664.985,LEGEND
RK,PEEP,117.17,3959.6,SLEEP
RK,DAMAGE,117.545,3692.88,DAMAGE
RK,ERUPT,114.415,3390.73,ERUPT
RK,CORNER,117.105,3292.425,CORNER
RK,MUZZLE,117.345,4379.61,MUZZLE
RK,SUIT,118.335,2078.045,SUIT
RK,EFFIGY,116.18,3627.38,TIME
RK,SNAP,118.015,2440.4,SNAP
RK,FREAK,119.34,7988.28,XXXXX
RK,MEET,118.04,2522.315,MEET
RK,TRIVIA,115.89,4662.125,TIME
RK,HOSTEL,118.51,4912.295,HOSTEL
RK,WIND,117.77,2489.915,WIND
RK,CEASE,116.505,3041.75,CEASE
RK,CLAW,117.61,2688.285,CLAW
RK,FAUNA,114.735,7988.985,FA
RK,PIAZZA,116.25,2539.11,PIZZA
RK,STARK,116.665,3375.45,STEAL
RK,TOTALLY,116.34,5365.42,TOTALLY
RK,KEEP,118.18,2824.255,KEEP
RK,TRAITOR,127.07,5630.72,TRAITOR
RK,FLAK,116.49,5548.185,FLEAK
RK,CHEER,117.005,3507.93,CHEER
RK,SHAVE,115.875,5397.245,WPRD
RK,UNEASY,116.165,3524.955,UNEASY
RK,RESUME,116.95,2790.865,RESUME
RK,VODKA,116.925,3392.72,VODKA
RK,SPUNK,116.095,3224.795,SPUNK
RK,REACTOR,117.13,3644.565,REACTOR
RK,MIDLAND,116.11,4446.375,MIDLAND
RK,MORAL,117.045,2238.695,MORE
RK,FOREST,117.025,3592.315,FROST
RK,VOID,116.53,2207,VOID
