RecalledWord,StudyPosition,Block
VOTE,1,1
EXACT,2,1
SCISSORS,3,1
TOCK,4,1
SPIT,5,1
DRAW,6,1
REAL,7,1
CHILD,8,1
DISAGREE,9,1
TOOL,10,1
TRAILER,11,1
SILVER,12,1
NECK,13,1
DRUGS,14,1
PACKAGE,15,1
RAIN,16,1
MARRY,17,1
CARD,18,1
EXCUSE,19,1
SLIDE,20,1
DEATH,21,1
STRIPE,22,1
STAMP,23,1
WRONG,24,1
MANY,25,1
PIECE,26,1
ANNOY,27,1
KNIFE,28,1
HATE,29,1
PLANE ,30,1
RENT,31,1
QUIET,32,1
SHERIFF,33,1
SHALLOW,34,1
BUSH,35,1
THIN,36,1
SAME,37,1
CLOWN,38,1
YOUNG,39,1
POTATO,40,1
THANKS,41,1
PURPOSE,42,1
FAKE,1,2
CLIMB,2,2
GUILT,3,2
GRAVE,4,2
DOCTOR,5,2
KNIT,6,2
STUPID,7,2
ARMS,8,2
BABY,9,2
CELL,10,2
MOVE,11,2
MATH,12,2
BIKE,13,2
PENNY,14,2
ROSE,15,2
STRESS,16,2
MILK,17,2
LIGHT,18,2
SHEEP,19,2
SPOTS,20,2
WOOD,21,2
BREAD,22,2
CLASS,23,2
EXPLODE,24,2
TOUCH,25,2
REPEAT,26,2
SKIN,27,2
GRAND,28,2
WRITE,29,2
SHIRT,30,2
BRAIN,31,2
STEAL,32,2
PROPER,33,2
TOWN,34,2
NIGHTS,35,2
UNDER,36,2
RULE,37,2
SUBJECT,38,2
STING,39,2
HEAD,40,2
SELF,41,2
TOOTH,42,2
ENGLISH,1,3
SLEEP,2,3
ONCE,3,3
EFFECT,4,3
CASTLE,5,3
COPY,6,3
JEANS,7,3
SOFT,8,3
ITCH,9,3
CARRY,10,3
SPICE,11,3
HELLO,12,3
ALLOW,13,3
WANT,14,3
CAKE,15,3
LETTER,16,3
TIRED,17,3
BANK,18,3
SMALL,19,3
BALL ,20,3
SMART,21,3
SNEEZE,22,3
PLAN,23,3
GLASSES,24,3
LARGE,25,3
PAPER,26,3
SILK,27,3
WATER,28,3
FRONT,29,3
UNCLEAR,30,3
PENCIL,31,3
MINIMUM,32,3
MAD,33,3
OVEN,34,3
BOSS,35,3
MAID,36,3
FINISH,37,3
FIRE,38,3
SURE,39,3
PRIDE,40,3
MONKEY,41,3
NINE,42,3
TALK,1,4
FOOD,2,4
MUSIC ,3,4
COLLECT,4,4
PROBLEM,5,4
CHOOSE,6,4
LOSE,7,4
YEAR,8,4
HAPPY,9,4
JACKET,10,4
SOUR,11,4
SWORD,12,4
WARM,13,4
SING,14,4
BOARD,15,4
SHIP,16,4
STORE,17,4
CLEAR,18,4
HAIR,19,4
GAME,20,4
LOVE,21,4
HEAR,22,4
ROOF,23,4
BREAK,24,4
LETTUCE,25,4
SMELL,26,4
BELL,27,4
TAKE,28,4
NONE,29,4
STRANGE,30,4
STREET,31,4
MAYBE,32,4
CHURCH,33,4
VOLCANO,34,4
FIND,35,4
MAGIC,36,4
LAUGH,37,4
TREE,38,4
STICKY,39,4
DRESS,40,4
DESERT,41,4
SICK,42,4
