Participant,Prime,Prime_Duration,rt,Response
AM,MIDLAND,116.42,4405.64,XXXXX
AM,LEND,116.64,3679.92,LEGEND
AM,CEASE,116.925,2052.35,XXXXX
AM,MORAL,116.11,1921.525,MORAL
AM,CHEER,116.945,1433.6,CHEER
AM,RESUME,116.325,1483.235,RESUME
AM,PULL,117.135,2150.515,XXXXX
AM,HOSTEL,116.415,1397.94,HOTEL
AM,ERUPT,116.23,1317.415,XXXXX
AM,SNAP,116.62,1224.545,SNAP
AM,MEET,116.925,1584.31,MEET
AM,VODKA,117.45,7584.99,VODKA
AM,CHEAT,116.585,3053.925,SHEET
AM,FLAK,115.735,1701.33,FAKE
AM,SPUNK,116.575,666.84,XXXXX
AM,UNEASY,116.33,2837.515,UNEASY
AM,PIAZZA,116.715,2101.145,PIZZA
AM,TRAITOR,116.89,3438.175,TRAINER
AM,MUZZLE,116.985,1815.24,MUSCLE
AM,SUIT,116.89,1150.28,SUIT
AM,WIND,116.785,1987.11,WINDOW
AM,TRIVIA,115.5,1350.39,TRIVIA
AM,FAUNA,116.745,3433.63,XXXXX
AM,KEEP,117.33,4500.44,KEEP
AM,REACTOR,116.53,1000.125,XXXXX
AM,PEEP,117.24,1917.19,PEEP
AM,SPAN,116.2,2333.065,SPAN
AM,STARK,115.6749999,1398.965,SPARK
AM,FREAK,116.97,1567.49,FREAK
AM,SPUN,116.23,1234.21,XXXXX
AM,DAMAGE,116.165,1783.705,DAMAGE
AM,CLAW,116.855,3883.195,CLAWS
AM,CORNER,116.36,1852.91,CORNER
AM,SHAVE,117.4,1301.955,SHAVE
AM,TOTALLY,117.085,2420.555,TOTAL
AM,OPTION,116.865,5497.755,OPTION
AM,EFFIGY,117.315,35.37,XXXXX
AM,FOREST,116.535,2800.42,FOREST
AM,VOID,115.86,1733.74,VOID
AM,LYNX,117.065,115.845,XXXXX
