Participant,Prime,Prime_Duration,rt,Response
SA2,KEEP,117.83,2598.765,XXXXX
SA2,FAUNA,115.46,2669.98,FAUNA
SA2,TOTALLY,117.87,1900.01,XXXXX
SA2,STARK,117.825,1782.86,STARK
SA2,CLAW,115.865,2832.34,XXXXX
SA2,DAMAGE,117.885,2484.275,XXXXX
SA2,SUIT,116.58,1918.085,SUIT
SA2,SPUNK,116.865,2217.305,SPUNK
SA2,SHAVE,115.81,1065.815,SHAVE
SA2,CHEAT,117.82,1784.205,CHAT
SA2,MORAL,118.52,899.795,MORAL
SA2,CORNER,116.755,3248.7,CORNER
SA2,VOID,117.715,916.62,NONE
SA2,PULL,116.935,1700.165,PULL
SA2,LYNX,117.6,1500.74,XXXXX
SA2,SNAP,116.65,1683.39,SNAP
SA2,MUZZLE,118.095,1298.975,XXXXX
SA2,PIAZZA,115.375,2182.305,PIZZA
SA2,REACTOR,116.07,1539.405,FACTOR
SA2,CHEER,115.555,1801.065,CHEESE
SA2,UNEASY,116.26,1616.71,UNEASY
SA2,SPAN,116.365,1034.395,SPAN
SA2,TRAITOR,117.395,1900.17,TRAITOR
SA2,TRIVIA,116.8,1382.495,TRIVIA
SA2,RESUME,116.53,1151.825,RESUME
SA2,CEASE,115.14,351.375,XXXXX
SA2,HOSTEL,117.04,1300.18,HOSTEL
SA2,MIDLAND,116.275,1332.885,MIDLAND
SA2,FLAK,115.91,1069.16,FLAK
SA2,FREAK,116.09,915.46,FREAK
SA2,LEND,117.795,867.02,LEND
SA2,WIND,116.555,800.01,WIND
SA2,ERUPT,115.79,1583.365,ERUPT
SA2,VODKA,116.945,2615.55,XXXXX
SA2,OPTION,115.94,1799.585,OPTION
SA2,MEET,116.74,1483.28,MEET
SA2,EFFIGY,116.72,2015.265,EFFY
SA2,FOREST,115.405,1750.74,FOREST
SA2,SPUN,116.66,1916.59,SPUN
SA2,PEEP,116.69,2501.395,XXXXX
