Participant,Prime,Prime_Duration,rt,Response
JA,WIND,115.765,1726.335,WIND
JA,MIDLAND,116.065,2135.82,XXXXX
JA,SPUNK,118.125,1268.415,SPUNK
JA,FAUNA,118.125,4869.24,FATINA
JA,FLAK,116.32,400.13,XXXXX
JA,MUZZLE,119.51,1651.225,MUZZLW
JA,MORAL,119.755,1716.64,MORAL
JA,PULL,118.6,1384.37,PULL
JA,SNAP,116.535,1286,SNAP
JA,REACTOR,114.29,3368.7,REACTOR
JA,CEASE,116.605,400.94,XXXXX
JA,KEEP,115.775,1456.3,KEEP
JA,MEET,115.405,1476.62,MEET
JA,TRIVIA,116.58,1972.97,TRVIA
JA,PIAZZA,115.1549999,1534.065,PIZZA
JA,SPAN,117.17,1159.19,SPAIN
JA,SHAVE,116.77,1133.12,SHAVE
JA,FOREST,114.1,2982.555,FOREST
JA,HOSTEL,117.01,348.165,XXXXX
JA,LEND,118.045,2753.795,LEND
JA,VODKA,116.415,1730.185,VODKA
JA,PEEP,116.895,51.83000001,XXXXX
JA,FREAK,117.37,1642.265,FREAK
JA,CHEER,115.965,1116.125,XXXXX
JA,DAMAGE,115.495,4655.62,DAMAGE
JA,CLAW,117.03,1102.54,CLAW
JA,TOTALLY,116.33,2367.565,TOTALLY
JA,SUIT,115.395,862.53,SUIT
JA,EFFIGY,115.595,6083.455,EFFICACY
JA,STARK,117.58,465.06,XXXXX
JA,RESUME,142.08,1821.14,RESUME
JA,TRAITOR,116.655,3235.88,TRAITOR
JA,UNEASY,117.74,2059.1,UNEASY
JA,SPUN,115.995,265.715,XXXXX
JA,CHEAT,117.42,1516.225,CHEAT
JA,LYNX,117.98,1632.305,LINE
JA,CORNER,116.415,3617.92,CORNER
JA,VOID,116.335,1062.7,VOID
JA,OPTION,116.135,2495.855,OPTIONS
JA,ERUPT,116.74,438.845,XXXXX
