RecalledWord,StudyPosition,Block
QUART,1,1
FOUND,2,1
EARLY,3,1
LEAVES,4,1
MINUTE,5,1
DOLLAR,6,1
THROW,7,1
GIRLS,8,1
YOURS,9,1
ANIMAL,10,1
SHOVE,11,1
BEFORE,12,1
PHONE,13,1
FENCE,14,1
QUEEN,15,1
WORST,16,1
SHORT,17,1
TIGER,18,1
CORAL,19,1
SHARK,20,1
WHOLE,21,1
MEAN,22,1
CANCER,23,1
BEHIND,24,1
TEETH,25,1
PEPPER,26,1
SPOON,27,1
THERE,28,1
MUSCLE,29,1
HORSE,30,1
CLOCK,31,1
MINUS,32,1
CLOSE,33,1
UNCLE,34,1
PLANT,35,1
GRASS,36,1
LEMON,37,1
WHERE,38,1
OFFICE,39,1
FINGER,40,1
ROCK,41,1
ENTER,42,1
GROSS,1,2
JAIL,2,2
CHAIR,3,2
BEACH,4,2
LAWYER,5,2
CHANGE,6,2
CRACKER,7,2
FLOWER,8,2
WEST,9,2
SMOOTH,10,2
CLAM,11,2
WEIGHT,12,2
SHEETS,13,2
STREAM,14,2
OUTTAKE,15,2
ORANGE,16,2
HORN,17,2
NICKEL,18,2
SELLER,19,2
NEPHEW,20,2
PICKLE,21,2
NUMBER,22,2
STOP,23,2
RIGHT,24,2
MONEY,25,2
SONG,26,2
DAGGER,27,2
GLORY,28,2
BIRD,29,2
YELLOW,30,2
CHEESE,31,2
STORY,32,2
TWELVE,33,2
DREAM,34,2
BOMB,35,2
EGGS,36,2
GUITAR,37,2
FRIGHT,38,2
WORK,39,2
LENGTH,40,2
FISH,41,2
STAIRS,42,2
FROG,1,3
CAMP,2,3
PICTURE,3,3
KILL,4,3
DUSK,5,3
POUND,6,3
STARS,7,3
DEAF,8,3
WORLD,9,3
HOTEL,10,3
TIGHT,11,3
SMILE,12,3
TRASH,13,3
BLACK,14,3
ROAD,15,3
WHEAT,16,3
GEEK,17,3
TRAIN,18,3
MINOR,19,3
KISS,20,3
NOISE,21,3
DIRT,22,3
LAKE,23,3
LEARN,24,3
SMOKE,25,3
JUMP,26,3
HOOP,27,3
SWEET,28,3
SORRY,29,3
THIEF,30,3
DOOR,31,3
SOUTH,32,3
LAND,33,3
BELOW,34,3
PRESENT,35,3
FIVE,36,3
BRIDE,37,3
SHOES,38,3
DEVIL,39,3
GHOST,40,3
SWAMP,41,3
STOMACH,42,3
BRANCH,1,4
BORROW,2,4
NAVY,3,4
MOST,4,4
STATES,5,4
FIRST,6,4
LESS,7,4
WINTER,8,4
BUTTER,9,4
MIDDLE,10,4
CLUE,11,4
KIDNAP,12,4
SQUARE,13,4
BUCKET,14,4
INHALE,15,4
TOUR,16,4
SEEK,17,4
THIRST,18,4
SPIDER,19,4
THREAD,20,4
READ,21,4
SOAP,22,4
TEST,23,4
PURPLE,24,4
MOTHER,25,4
NOSE,26,4
HUNGER,27,4
CANDLE,28,4
VERB,29,4
SUPPER,30,4
NEWS,31,4
SLOW,32,4
PAIN,33,4
WILD,34,4
BALLET,35,4
TOES,36,4
TENNIS,37,4
WAITER,38,4
ALIVE,39,4
LOOK,40,4
CHAIN,41,4
ARGUE,42,4
