"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"LAWYER",3477.155,"Studied",6,1,NA,"1","firstword","firstword",NA,NA
"CHAIR",2783.335,"Studied",37,1,NA,"29","Identical","BOMB",NA,NA
"OUTTAKE",4188.865,"Studied",7,1,"Identical","38","Unrelated","PROPER",NA,NA
"STARS",2749.4,"Studied",1,2,"Identical","38","Identical","SOUTH",NA,NA
"CAMP",1716.725,"Studied",8,2,NA,"4","Identical","LAND",NA,NA
"HOTEL",1899.915,"Studied",3,2,"Identical","23","Identical","HOTEL",NA,NA
"KISS",968.335,"Studied",9,2,NA,"6","Unrelated","SLEEP",NA,NA
"FISH",1269.545,"Studied",21,1,"Identical","32","Identical","FLOWER",NA,NA
"BIRD",921.69,"Studied",24,1,NA,"7","Unrelated","FAKE",NA,NA
"RIVER",6234.16,NA,NA,NA,NA,"8","Unrelated","UNDER",NA,NA
"BOMB",3517.56,"Studied",36,1,"Identical","30","Related","CASH","MONEY",NA
"STAIRS",6884.625,"Studied",23,1,"Identical",NA,NA,NA,NA,NA
"ANIMAL",1799.655,"Studied",23,4,NA,"11","Related","FLEX","MUSCLE",NA
"WORK",4317.535,"Studied",38,1,NA,"10","Related","SWISS","CHEESE",NA
"CLOCK",3935.765,"Studied",11,4,"Identical","16","Unrelated","NECK",NA,NA
"TRIP",6934.355,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROAD",2550.895,"Studied",34,2,NA,"5","Unrelated","EFFECT",NA,NA
"STOMACH",2433.44,"Studied",13,2,NA,"29","Identical","HOOP",NA,NA
"BRIDE",6142.945,"Studied",11,2,"Identical","28","Identical","BRIDE",NA,NA
"COFFEE",5618.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MO",8000.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MONEY",2283.27,"Studied",12,1,NA,NA,NA,NA,NA,"CASH"
"FUNERAL",5934.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
