Participant,Prime,Prime_Duration,rt,Response
SS2,KEEP,116.845,1450.485,KEEP
SS2,CLAW,118.34,1766.425, CLAW
SS2,STARK,117.055,949.665,STARK
SS2,EFFIGY,116.49,1249.535,EFFIGY
SS2,FOREST,116.715,1016.56,FOREST
SS2,SNAP,114.985,868.965,SNAP
SS2,CORNER,117.11,993.055,CORNER
SS2,FLAK,119.67,916.35,FLAKE
SS2,VOID,114.435,902.87,VOID
SS2,TRAITOR,116.745,1078.84,TRAITOR
SS2,REACTOR,117.005,1599.465,SPECTOR
SS2,ERUPT,116.53,899.32,ERUPT
SS2,MEET,117.175,833.015,MEET
SS2,TOTALLY,114.92,1551.665,TOTALLY
SS2,CHEER,116.645,965.85,CHEER
SS2,MORAL,116.1,880.655,MORAL
SS2,MIDLAND,116.905,816.445,BLIND
SS2,SPUNK,116.77,1267.745,SPUNK
SS2,PULL,130.835,914.7,PULL
SS2,OPTION,118.485,867.32,OPTION
SS2,VODKA,116.775,766.935,VODKA
SS2,SHAVE,116.13,914.76,SHAVE
SS2,LYNX,115.88,833.485,LYNX
SS2,FAUNA,116.735,2000.595,FAUNA
SS2,FREAK,116.425,849.845,FREAK
SS2,MUZZLE,115.73,283.005,XXXXX
SS2,SPAN,116.725,1001.26,SPAN
SS2,CHEAT,127.085,834.755,CHEAT
SS2,SUIT,119.455,731.775,SUIT
SS2,WIND,115.05,1015.165,WIND
SS2,PIAZZA,119.235,1215.085,PLAZZA
SS2,UNEASY,116.42,1149.41,UNEASY
SS2,HOSTEL,116.605,1216.935,HOSTEL
SS2,TRIVIA,116.475,915.05,TRIVIA
SS2,DAMAGE,116.9,2535.035,DAMAGE
SS2,LEND,116.455,831.1,LEND
SS2,RESUME,123.43,2383.56,RESUME
SS2,CEASE,116.695,1452.54,XXXXX
SS2,PEEP,117.51,1166.21,PEEP
SS2,SPUN,116.475,816.195,SPUN
