RecalledWord,StudyPosition,Block
RULE,1,1
DOCTOR,2,1
TOOTH,3,1
CLASS,4,1
NIGHTS,5,1
MOVE,6,1
HEAD,7,1
SHEEP,8,1
FAKE,9,1
LIGHT,10,1
REPEAT,11,1
GUILT,12,1
MATH,13,1
WOOD,14,1
PENNY,15,1
STING,16,1
SHIRT,17,1
STEAL,18,1
STRESS,19,1
SUBJECT,20,1
BRAIN,21,1
TOWN,22,1
KNIT,23,1
UNDER,24,1
BREAD,25,1
STUPID,26,1
SKIN,27,1
WRITE,28,1
CELL,29,1
BABY,30,1
SELF,31,1
SPOTS,32,1
TOUCH,33,1
MILK,34,1
BIKE,35,1
ROSE,36,1
CLIMB,37,1
ARMS,38,1
GRAVE,39,1
PROPER,40,1
EXPLODE,41,1
GRAND,42,1
CAKE,1,2
SMART,2,2
MINIMUM,3,2
GLASSES,4,2
UNCLEAR,5,2
OVEN,6,2
FIRE,7,2
LETTER,8,2
ITCH,9,2
PRIDE,10,2
CASTLE,11,2
BOSS,12,2
SMALL,13,2
ONCE,14,2
SURE,15,2
COPY,16,2
EFFECT,17,2
ALLOW,18,2
PAPER,19,2
MAID,20,2
MAD,21,2
HELLO,22,2
TIRED,23,2
CARRY,24,2
SNEEZE,25,2
WATER,26,2
PENCIL,27,2
NINE,28,2
SILK,29,2
WANT,30,2
MONKEY,31,2
SLEEP,32,2
FINISH,33,2
ENGLISH,34,2
JEANS,35,2
FRONT,36,2
SOFT,37,2
LARGE,38,2
SPICE,39,2
PLAN,40,2
BALL ,41,2
BANK,42,2
LOSE,1,3
LAUGH,2,3
LETTUCE,3,3
STRANGE,4,3
TAKE,5,3
NONE,6,3
LOVE,7,3
TREE,8,3
CHURCH,9,3
CLEAR,10,3
STORE,11,3
CHOOSE,12,3
COLLECT,13,3
SOUR,14,3
BOARD,15,3
MAGIC,16,3
TALK,17,3
STICKY,18,3
FOOD,19,3
SWORD,20,3
GAME,21,3
HAIR,22,3
HAPPY,23,3
SHIP,24,3
HEAR,25,3
YEAR,26,3
ROOF,27,3
SMELL,28,3
JACKET,29,3
MUSIC ,30,3
STREET,31,3
DRESS,32,3
PROBLEM,33,3
SICK,34,3
MAYBE,35,3
BREAK,36,3
FIND,37,3
SING,38,3
VOLCANO,39,3
DESERT,40,3
WARM,41,3
BELL,42,3
STAMP,1,4
DRAW,2,4
THANKS,3,4
RAIN,4,4
THIN,5,4
PACKAGE,6,4
BUSH,7,4
DISAGREE,8,4
CHILD,9,4
TRAILER,10,4
STRIPE,11,4
MARRY,12,4
ANNOY,13,4
SILVER,14,4
REAL,15,4
WRONG,16,4
EXACT,17,4
NECK,18,4
CARD,19,4
YOUNG,20,4
PIECE,21,4
VOTE,22,4
KNIFE,23,4
DEATH,24,4
MANY,25,4
CLOWN,26,4
SLIDE,27,4
TOCK,28,4
SCISSORS,29,4
QUIET,30,4
SHALLOW,31,4
RENT,32,4
DRUGS,33,4
HATE,34,4
PURPOSE,35,4
SHERIFF,36,4
POTATO,37,4
PLANE ,38,4
SPIT,39,4
EXCUSE,40,4
TOOL,41,4
SAME,42,4
