"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"FISH",6353.63,"Studied",13,4,NA,"11","Identical","BOMB",NA,NA
"ORANGE",1483.045,"Studied",18,4,NA,"7","Identical","DREAM",NA,NA
"FLOWER",1766.52,"Studied",21,4,NA,"9","Unrelated","TOWN",NA,NA
"LAWYER",1304.195,"Studied",28,4,NA,"10","Unrelated","STEAL",NA,NA
"CHEESE",5883.515,"Studied",12,4,NA,"8","Related","PARROT","BIRD",NA
"BIRD",3581.165,"Studied",3,4,NA,"17","Unrelated","STRESS",NA,"PARROT"
"NUMBERS",1966.11,NA,NA,NA,NA,"16","Identical","SHEETS",NA,NA
"WORK",1050.16,"Studied",7,4,NA,"22","Identical","CHAIR",NA,NA
"CLAM",2884.44,"Studied",9,4,NA,"18","Related","SALTINE","CRACKER","CHOWDER"
"BOMB",852.6,"Studied",11,4,"Identical","24","Identical","BEACH",NA,NA
"KNIFE",784.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRACKERS",1788.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STOP",1005.39,"Studied",8,4,NA,"19","Unrelated","CLIMB",NA,NA
"HORSE",2233.62,"Studied",10,3,NA,"10","Identical","SHORT",NA,NA
"TIGER",1483.22,"Studied",11,3,"Identical","9","Related","MINE","YOURS",NA
"CORAL",3482.86,"Studied",6,3,NA,"11","Identical","FOUND",NA,NA
"FINGER",1942.365,"Studied",3,3,NA,"19","Unrelated","DISAGREE",NA,NA
"CAMP",4847.48,"Studied",1,1,NA,"17","Related","CABOOSE","TRAIN","TENT"
"WORLD",1803.43,"Studied",4,1,NA,"1","firstword","firstword",NA,NA
"SONG",4366.8,"Studied",2,4,NA,NA,NA,NA,NA,"HYMN"
"STRONG",1882.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WAITER",4600.2,"Studied",1,2,NA,"8","Unrelated","TALK",NA,NA
"KIDNAP",6366.86,"Studied",3,2,"Identical","28","Identical","KIDNAP",NA,NA
"NEWS",3983.075,"Studied",9,2,NA,"14","Related","TUTU","BALLET",NA
"ODDBALL",1433.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STICK",3434.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOSE",1336.42,"Studied",14,2,NA,"12,17","Unrelated","ROOF",NA,NA
"EXHALE",3723.115,NA,NA,NA,"Related",NA,NA,NA,NA,NA
