Participant,Prime,Prime_Duration,rt,Response
KT,PEEP,117.005,1577.32,PEPPER
KT,SPAN,117.635,2700.595,XXXXX
KT,FREAK,115.765,2033.5,XXXXX
KT,MEET,116.32,1250.56,XXXXX
KT,UNEASY,115.58,922.04,XXXXX
KT,REACTOR,117.66,2149.49,REACT
KT,PIAZZA,117.54,1999.49,PIZZA
KT,SNAP,115.89,2136.825,SNAP
KT,RESUME,116.935,1984.035,RESUME
KT,LEND,117.01,995.575,END
KT,SHAVE,117.825,1400.235,SAVE
KT,FLAK,115.96,1351.13,XXXXX
KT,SPUN,117.685,1439.09,SPUN
KT,CHEER,116.955,1625.21,CHEERS
KT,ERUPT,113.305,2833.535,ERUPT
KT,CLAW,115.885,1334.815,CLAW
KT,VODKA,116.125,2595.435,VODKA
KT,STARK,117.1,2001.18,STARK
KT,MUZZLE,116.835,2167.305,MUZZLE
KT,MORAL,116.8,1483.1,MORAL
KT,MIDLAND,116.565,4969.135,MIDDLE
KT,TRAITOR,116,3402.39,STEEPLE
KT,TOTALLY,116.215,3234.31,TOTALLY
KT,PULL,116.57,2883.365,SPUR
KT,OPTION,116.51,2550.74,OPINION
KT,HOSTEL,116.075,2585.905,HOST
KT,FAUNA,116.1,1649.145,FAUNA
KT,EFFIGY,116.105,1516.96,FIGGY
KT,CHEAT,117.08,1350.725,CHEAT
KT,SUIT,116.18,1740.665,SUIT
KT,VOID,115.83,1468.425,VOID
KT,CORNER,115.28,2035.74,CORNER
KT,DAMAGE,116.465,1617.475,DAMAGE
KT,WIND,118.115,1476.085,WINDOW
KT,LYNX,126.635,544.04,XXXXX
KT,CEASE,117.14,2236.36,CHASE
KT,TRIVIA,116.28,1583.275,RIVER
KT,FOREST,116.755,1619.62,FOREST
KT,SPUNK,116.045,1900.99,SPUNK
KT,KEEP,116.435,1501.68,WEEP
