"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"WRECK",5035.215,NA,NA,NA,NA,"3","Related","GLUE","STICKY",NA
"ANNOY",2322.465,"Studied",9,2,NA,"4,11","Identical","REAL",NA,NA
"SHERIFF",4633.965,"Studied",8,2,NA,"19","Related","DEPUTY","SHERIFF","DEPUTY"
"SPIT",1533.77,"Studied",10,2,"Identical","12","Identical","SPIT",NA,NA
"EXTEND",4751.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHEEP",2698.275,"Studied",8,3,"Identical","12","Identical","WRITE",NA,NA
"CONVEY",8002.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLANE",3450.805,NA,NA,NA,NA,"5","Identical","TRAILER",NA,NA
"RAIN",3366.29,"Studied",5,2,NA,"6","Identical","SHALLOW",NA,NA
"PUNISH",6101.865,NA,NA,NA,NA,NA,NA,NA,NA,NA
