RecalledWord,StudyPosition,Block
CHURCH,1,1
BREAK,2,1
LAUGH,3,1
TAKE,4,1
JACKET,5,1
WARM,6,1
DRESS,7,1
VOLCANO,8,1
HAPPY,9,1
TALK,10,1
FOOD,11,1
STICKY,12,1
SING,13,1
CHOOSE,14,1
ROOF,15,1
STORE,16,1
HEAR,17,1
BOARD,18,1
LOVE,19,1
SHIP,20,1
SOUR,21,1
SICK,22,1
TREE,23,1
COLLECT,24,1
STRANGE,25,1
YEAR,26,1
BELL,27,1
GAME,28,1
STREET,29,1
FIND,30,1
SMELL,31,1
MUSIC ,32,1
HAIR,33,1
LETTUCE,34,1
PROBLEM,35,1
CLEAR,36,1
MAGIC,37,1
DESERT,38,1
MAYBE,39,1
NONE,40,1
SWORD,41,1
LOSE,42,1
YOUNG,1,2
STRIPE,2,2
PACKAGE,3,2
MANY,4,2
DRUGS,5,2
DISAGREE,6,2
ANNOY,7,2
SAME,8,2
SLIDE,9,2
CHILD,10,2
SCISSORS,11,2
CARD,12,2
SHERIFF,13,2
NECK,14,2
TOOL,15,2
RENT,16,2
TOCK,17,2
CLOWN,18,2
TRAILER,19,2
WRONG,20,2
THANKS,21,2
PURPOSE,22,2
BUSH,23,2
RAIN,24,2
STAMP,25,2
POTATO,26,2
DEATH,27,2
HATE,28,2
THIN,29,2
SILVER,30,2
PLANE ,31,2
EXACT,32,2
REAL,33,2
QUIET,34,2
MARRY,35,2
DRAW,36,2
KNIFE,37,2
EXCUSE,38,2
SHALLOW,39,2
PIECE,40,2
VOTE,41,2
SPIT,42,2
BIKE,1,3
CLIMB,2,3
KNIT,3,3
STRESS,4,3
UNDER,5,3
SHEEP,6,3
SKIN,7,3
SHIRT,8,3
HEAD,9,3
GRAVE,10,3
RULE,11,3
MOVE,12,3
TOOTH,13,3
BRAIN,14,3
REPEAT,15,3
MATH,16,3
WOOD,17,3
TOUCH,18,3
EXPLODE,19,3
GRAND,20,3
NIGHTS,21,3
GUILT,22,3
MILK,23,3
WRITE,24,3
PROPER,25,3
FAKE,26,3
BREAD,27,3
ARMS,28,3
SUBJECT,29,3
CELL,30,3
DOCTOR,31,3
STING,32,3
STEAL,33,3
TOWN,34,3
LIGHT,35,3
BABY,36,3
CLASS,37,3
SPOTS,38,3
PENNY,39,3
ROSE,40,3
STUPID,41,3
SELF,42,3
FINISH,1,4
EFFECT,2,4
FRONT,3,4
SMALL,4,4
MINIMUM,5,4
CAKE,6,4
SPICE,7,4
WATER,8,4
COPY,9,4
GLASSES,10,4
SILK,11,4
LARGE,12,4
ITCH,13,4
PAPER,14,4
SURE,15,4
LETTER,16,4
JEANS,17,4
SMART,18,4
ENGLISH,19,4
BOSS,20,4
HELLO,21,4
MAID,22,4
PENCIL,23,4
OVEN,24,4
ONCE,25,4
NINE,26,4
SOFT,27,4
PLAN,28,4
CARRY,29,4
BANK,30,4
SNEEZE,31,4
MONKEY,32,4
FIRE,33,4
MAD,34,4
SLEEP,35,4
CASTLE,36,4
PRIDE,37,4
TIRED,38,4
ALLOW,39,4
UNCLEAR,40,4
BALL ,41,4
WANT,42,4
