participant,session,date,expName,psychopyVersion,frameRate,RecalledWord,RT,Prime,PrimeCon,PrimeDuration,OutputPosition,Block
JL,1,2021-02-26_12h43.55.222,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,MAGIC,8000.21,firstword,firstword,,1,1
JL,1,2021-02-26_12h43.55.223,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,TALK,8000.16,SING,Identical,116.65,2,1
JL,1,2021-02-26_12h43.55.224,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,NONE,8001.375,HAIR,Identical,115.035,3,1
JL,1,2021-02-26_12h43.55.225,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,HAIR,7999.435,GOWN,Related,115.44,4,1
JL,1,2021-02-26_12h43.55.226,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,LOSE,7999.96,ACORN,Related,116.41,5,1
JL,1,2021-02-26_12h43.55.227,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,BELL,7999.66,BELL,Identical,116.27,6,1
JL,1,2021-02-26_12h43.55.228,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,JACKET,8000.37,SOAP,Unrelated,115.705,7,1
JL,1,2021-02-26_12h43.55.229,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,VOLCANO,7999.915,BOARD,Identical,115.705,8,1
JL,1,2021-02-26_12h43.55.230,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,LETTUCE,8000.26,SHATTER,Related,116.675,9,1
JL,1,2021-02-26_12h43.55.231,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,COLLECT,7999.62,COLLECT,Identical,115.915,10,1
JL,1,2021-02-26_12h43.55.232,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,CHURCH,7999.335,TART,Related,116.48,11,1
JL,1,2021-02-26_12h43.55.233,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,BOARD,8000.75,LAUGH,Identical,115.7,12,1
JL,1,2021-02-26_12h43.55.234,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,MUSIC,8000.22,THREAD,Unrelated,115.975,13,1
JL,1,2021-02-26_12h43.55.235,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,TREE,8000.165,SEEK,Unrelated,116.845,14,1
JL,1,2021-02-26_12h43.55.236,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,STICKY,8000.605,SABER,Related,116.37,15,1
JL,1,2021-02-26_12h43.55.237,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,CLEAR,7996.415,HUNGER,Unrelated,116.355,16,1
JL,1,2021-02-26_12h43.55.238,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,XXXXX,8001.65,CHAIN,Unrelated,119.155,17,1
JL,1,2021-02-26_12h43.55.239,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,LOOK,8004.66,LOOK,Unrelated,117.385,18,1
JL,1,2021-02-26_12h43.55.240,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,GANE,8022.665,SLOW,Unrelated,116.23,19,1
JL,1,2021-02-26_12h43.55.241,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,WILD,7994.315,WILD,Unrelated,126.255,20,1
JL,1,2021-02-26_12h43.55.242,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,SEIZE,8059.965,SEIZE,Related,115.335,21,1
JL,1,2021-02-26_12h43.55.243,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,BUTTER,8033.215,BUTTER,Unrelated,142.76,22,1
JL,1,2021-02-26_12h43.55.244,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,BALL,8692.83,DILEMMA,Related,118.12,23,1
JL,1,2021-02-26_12h43.55.245,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.135,BALLET,Unrelated,205.97,24,1
JL,1,2021-02-26_12h43.55.246,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.715,BIZZARE,Related,116.365,25,1
JL,1,2021-02-26_12h43.55.247,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,CHOOSE,8001.285,CHOOSE,Identical,116.83,26,1
JL,1,2021-02-26_12h43.55.248,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,FIND,8000.67,FIND,Identical,115.55,27,1
JL,1,2021-02-26_12h43.55.249,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,PAIN,8000.5,PAIN,Unrelated,116.21,28,1
JL,1,2021-02-26_12h43.55.250,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,PURPLE,7999.495,PURPLE,Unrelated,116.805,29,1
JL,1,2021-02-26_12h43.55.251,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,LOVE,8000.175,VIRUS,Related,116.415,30,1
JL,1,2021-02-26_12h43.55.252,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,MIGHT,8000.07,MIGHT,Related,116.095,31,1
JL,1,2021-02-26_12h43.55.253,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,GAME,8000,CAMEL,Related,116.05,32,1
JL,1,2021-02-26_12h43.55.254,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,M,7999.725,WARM,Identical,116.9,33,1
JL,1,2021-02-26_12h43.55.255,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.28,GOURMET,Related,116.66,34,1
JL,1,2021-02-26_12h43.55.256,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,XXXXX,7999.5,CLUE,Unrelated,115.92,35,1
JL,1,2021-02-26_12h43.55.257,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,HAPPY,7998.935,HAPPY,Identical,116.405,36,1
JL,1,2021-02-26_12h43.55.258,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,OOF,8000.465,ROOF,Identical,116.475,37,1
JL,1,2021-02-26_12h43.55.259,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,CAPTAIN,7999.37,CAPTAIN,Related,117.14,38,1
JL,1,2021-02-26_12h43.55.260,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,SMELL,23409.155,SMELL,Identical,115.94,39,1
JL,1,2021-02-26_12h43.55.261,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,XXXXX,1.114999992,DECADE,Related,0.770000013,40,1
JL,1,2021-02-26_12h43.55.262,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,XXXXX,5762.205,STREET,Identical,0.419999997,41,1
JL,1,2021-02-26_12h43.55.263,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,XXXXX,7999.865,LISTEN,Related,116.86,42,1
JL,1,2021-02-26_12h43.55.264,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,EXACT,7999.695,firstword,firstword,,1,2
JL,1,2021-02-26_12h43.55.265,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,PURPOSE,8001.33,AGREE,Related,116.755,2,2
JL,1,2021-02-26_12h43.55.266,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,SCISSORS,7999.69,THROW,Unrelated,115.335,3,2
JL,1,2021-02-26_12h43.55.267,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,SAME,8000.02,LEAVES,Unrelated,115.2,4,2
JL,1,2021-02-26_12h43.55.268,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,DRUGS,8000.33,WORST,Unrelated,115.395,5,2
JL,1,2021-02-26_12h43.55.269,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,VOTE,8000.54,LEASE,Related,116.695,6,2
JL,1,2021-02-26_12h43.55.270,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,TRAILER,8012.795,THIN,Identical,116.855,7,2
JL,1,2021-02-26_12h43.55.271,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,CLOWN,7994.92,TARNISH,Related,116.025,8,2
JL,1,2021-02-26_12h43.55.272,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,YOUNG,8000.72,LEMON,Unrelated,117.215,9,2
JL,1,2021-02-26_12h43.55.273,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,RENT,8000.2,FINGER,Unrelated,115.99,10,2
JL,1,2021-02-26_12h43.55.274,L2.2Mk.2ConstantTotalFinal,2020.1.3,60,KNIFE,8000.99,QUEEN,Unrelated,116.27,11,2
