RecalledWord,StudyPosition,Block
FINGER,1,1
TEETH,2,1
WHERE,3,1
YOURS,4,1
PEPPER,5,1
PHONE,6,1
ENTER,7,1
FOUND,8,1
CANCER,9,1
HORSE,10,1
MEAN,11,1
UNCLE,12,1
MINUTE,13,1
ROCK,14,1
SHORT,15,1
QUEEN,16,1
BEFORE,17,1
DOLLAR,18,1
PLANT,19,1
THERE,20,1
BEHIND,21,1
CLOSE,22,1
CLOCK,23,1
GRASS,24,1
CORAL,25,1
TIGER,26,1
SHARK,27,1
LEAVES,28,1
THROW,29,1
ANIMAL,30,1
OFFICE,31,1
LEMON,32,1
SHOVE,33,1
FENCE,34,1
MUSCLE,35,1
QUART,36,1
GIRLS,37,1
MINUS,38,1
EARLY,39,1
SPOON,40,1
WHOLE,41,1
WORST,42,1
CLAM,1,2
SELLER,2,2
DREAM,3,2
MONEY,4,2
DAGGER,5,2
CHEESE,6,2
CRACKER,7,2
RIGHT,8,2
ORANGE,9,2
EGGS,10,2
GROSS,11,2
WEIGHT,12,2
NUMBER,13,2
JAIL,14,2
BEACH,15,2
WEST,16,2
YELLOW,17,2
OUTTAKE,18,2
PICKLE,19,2
SMOOTH,20,2
WORK,21,2
FLOWER,22,2
BIRD,23,2
NICKEL,24,2
GLORY,25,2
SONG,26,2
STORY,27,2
LENGTH,28,2
STREAM,29,2
STOP,30,2
SHEETS,31,2
LAWYER,32,2
GUITAR,33,2
BOMB,34,2
HORN,35,2
TWELVE,36,2
CHANGE,37,2
NEPHEW,38,2
CHAIR,39,2
FISH,40,2
FRIGHT,41,2
STAIRS,42,2
BRIDE,1,3
SOUTH,2,3
BLACK,3,3
ROAD,4,3
DEVIL,5,3
SWAMP,6,3
SMOKE,7,3
SWEET,8,3
CAMP,9,3
DIRT,10,3
MINOR,11,3
BELOW,12,3
SMILE,13,3
WORLD,14,3
THIEF,15,3
POUND,16,3
PICTURE,17,3
LAKE,18,3
STARS,19,3
GHOST,20,3
SORRY,21,3
GEEK,22,3
KISS,23,3
LEARN,24,3
DOOR,25,3
TRAIN,26,3
TIGHT,27,3
DUSK,28,3
LAND,29,3
KILL,30,3
TRASH,31,3
DEAF,32,3
HOTEL,33,3
PRESENT,34,3
STOMACH,35,3
SHOES,36,3
FROG,37,3
HOOP,38,3
FIVE,39,3
JUMP,40,3
NOISE,41,3
WHEAT,42,3
WAITER,1,4
ARGUE,2,4
PURPLE,3,4
MOST,4,4
INHALE,5,4
BUTTER,6,4
MOTHER,7,4
CHAIN,8,4
PAIN,9,4
TENNIS,10,4
SOAP,11,4
CANDLE,12,4
VERB,13,4
KIDNAP,14,4
SQUARE,15,4
LESS,16,4
SEEK,17,4
THREAD,18,4
STATES,19,4
NOSE,20,4
SLOW,21,4
CLUE,22,4
SUPPER,23,4
TOES,24,4
LOOK,25,4
NAVY,26,4
TEST,27,4
WILD,28,4
TOUR,29,4
SPIDER,30,4
BUCKET,31,4
FIRST,32,4
NEWS,33,4
MIDDLE,34,4
READ,35,4
ALIVE,36,4
BRANCH,37,4
BALLET,38,4
WINTER,39,4
HUNGER,40,4
THIRST,41,4
BORROW,42,4
