Participant,Prime,Prime_Duration,rt,Response
JH,TOTALLY,116.535,1911.3,TOTALLY
JH,HOSTEL,115.8949999,1146.49,HOSTEL
JH,SNAP,116.4300001,2078.515,NAP
JH,FOREST,116.135,2692.67,FOREST
JH,KEEP,115.9300001,1324.935,KEEP
JH,LYNX,116.985,2260.43,LYNX
JH,LEND,116.65,897.5600001,LEND
JH,CHEAT,116.3949999,1246.655,CHEAT
JH,PEEP,116.2149999,897.05,PIE
JH,TRAITOR,116.115,2411.35,TRAITO
JH,CORNER,115.6350001,898.665,CORNER
JH,FLAK,116.39,682.3000001,LEAK
JH,SUIT,116.36,2145.895,SUIT
JH,MIDLAND,115.6049999,482.0900001,XXXXX
JH,CLAW,116.365,1046.64,CLAW
JH,CEASE,115.715,1146.315,CEASE
JH,WIND,116.185,881.255,WIND
JH,REACTOR,116.525,349.3199999,XXXXX
JH,CHEER,117.08,1063.725,CHEER
JH,PULL,116.55,1064.94,PULL
JH,DAMAGE,116.535,1778.855,DAMAGE
JH,MEET,115.5599999,880.9700001,MEET
JH,SPUNK,116.695,1546.075,SPUNK
JH,TRIVIA,116.57,1064.975,TRIVIA
JH,FAUNA,115.745,1046.99,FAUNA
JH,MUZZLE,116.515,1496.19,MUZZLE
JH,OPTION,115.61,1195.8,OPTION
JH,FREAK,117.75,1346.545,FREAK
JH,PIAZZA,116.295,315.2050001,XXXXX
JH,RESUME,116.225,1147.7,RESUME
JH,UNEASY,117.1,3142.995,UNEASY
JH,VODKA,116.09,931.87,VODKA
JH,VOID,116.605,897.6350001,VOID
JH,SHAVE,116.605,981.045,SHAVE
JH,SPAN,116.76,881.02,SPAN
JH,STARK,115.96,830.9000001,STARK
JH,SPUN,117.295,1146.86,SPU
JH,MORAL,116.75,864.4950001,MORAL
JH,EFFIGY,117.155,2610.505,XXXXX
JH,ERUPT,116.4300001,964.685,ERUPT
