"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"THIRST",7991.33,"Studied",1,1,NA,"1","firstword","firstword",NA,NA
"MOTHER",7991.045,"Studied",4,1,NA,"4","Related","SERVER","WAITER",NA
"NAVY",7997.33,"Studied",13,1,NA,"5","Related","LEAST","MOST",NA
"BEHIND",8000.26,"Studied",31,2,"Identical",NA,NA,NA,NA,NA
"PURPLE",8002.75,"Studied",41,1,NA,"8","Unrelated","DESERT",NA,NA
"PICKLE",8000.785,"Studied",32,3,NA,"26","Related","DILL","PICKLE","DILL"
"FINGER",8000.815,"Studied",39,2,NA,"6","Related","PUSH","SHOVE",NA
"PHONE",7999.795,"Studied",28,2,NA,"7","Related","HALF","WHOLE",NA
"YELLOW",8001.22,"Studied",40,3,NA,"5","Unrelated","SHIRT",NA,NA
"SHOES",7999.695,"Studied",4,4,NA,"1","firstword","firstword",NA,NA
"STAIRS",7991.155,"Studied",9,3,NA,"11","Unrelated","MILK",NA,NA
"SHEETS",8000.05,"Studied",7,3,NA,"6","Identical","WEIGHT",NA,NA
"PICTURE",8001.315,"Studied",24,4,NA,"4","Related","MUTE","DEAF",NA
"RIGHT",7999.97,"Studied",8,3,NA,"15","Related","IMAGINE","DREAM",NA
"SMOOTH",8000.985,"Studied",33,3,NA,"13","Identical","STREAM",NA,NA
"ROCK",8000.155,"Studied",15,2,"Identical",NA,NA,NA,NA,NA
"GRASS",7999.76,"Studied",23,2,NA,"17","Related","SALT","PEPPER",NA
"FLOWER",7999.905,"Studied",42,3,NA,"9","Related","TALE","STORY",NA
"WORLD",8000.035,"Studied",21,4,"Identical","34","Identical","WORLD",NA,NA
"WEIG",7998.815,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEIGHT",7999.91,"Studied",22,3,"Identical",NA,NA,NA,NA,NA
"DOOR",7999.975,"Studied",29,4,NA,"3","Related","ABOVE","BELOW",NA
"THERE",8000.325,"Studied",19,2,NA,"25","Identical","BEFORE",NA,NA
"WHERE",8001.09,"Studied",22,2,NA,"9","Related","LATE","EARLY",NA
"YOU",7999.925,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORANGE",7996.895,"Studied",19,3,NA,"39","Unrelated","GUILT",NA,"PEEL"
"BRANCH",8000.13,"Studied",14,1,NA,"18","Related","UNITED","STATES",NA
"LEAVES",7999.645,"Studied",37,2,NA,NA,NA,NA,NA,"RAKE"
"STAR",7993.31,NA,NA,NA,NA,"41","Unrelated","WARM",NA,NA
"WHOLE",7994.79,"Studied",2,2,NA,"12","Identical","SPOON",NA,"HALF"
"SHORT",8003.79,"Studied",9,2,NA,"2","Identical","LEMON",NA,NA
"HORSE",8003.75,"Studied",10,2,NA,"3","Unrelated","SLIDE",NA,NA
"FENCE",7995.145,"Studied",11,2,NA,"4","Unrelated","STRIPE",NA,NA
"HUNGRY",8003.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEACH",8002.885,"Studied",14,3,"Identical",NA,NA,NA,NA,NA
"THIEF",8006.445,"Studied",30,4,"Identical","10","Related","TOAD","FROG",NA
"PRESENCE",7998.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLACK",7995.515,"Studied",11,4,NA,"12","Identical","TRAIN",NA,NA
"DREAM",6605.93,"Studied",24,3,NA,NA,NA,NA,NA,"IMAGINE"
