Participant,Prime,Prime_Duration,rt,Response
GC,STARK,116.375,2375.695,SHARK
GC,LEND,238.335,2583.96,LEND
GC,MUZZLE,115.79,2499.125,MUSCLE
GC,WIND,116.63,1402.86,WIND
GC,CLAW,114.29,1422.535,CLAW
GC,SNAP,116.225,1051.15,SNAP
GC,TOTALLY,128.22,7950.665,TOTALLY
GC,UNEASY,117.095,2699.32,UNEASY
GC,EFFIGY,117.03,2054.905,EFFECT
GC,MIDLAND,118.355,1398.84,LAND
GC,FAUNA,117.105,1383.41,FAUN
GC,SUIT,115.99,1284.145,SUIT
GC,SPUNK,116.59,1146.67,PUNK
GC,CORNER,117.17,2182.325,CORNER
GC,PULL,117.315,1534.26,PULL
GC,SPAN,116.875,1416.615,SPAN
GC,CHEER,117.06,1867,CHEER
GC,TRAITOR,116.29,2266.23,TRAITOR
GC,PEEP,117.455,1367.9,PEEP
GC,SPUN,116.945,1884.775,SPUN
GC,RESUME,116.87,2018.83,PERFUME
GC,REACTOR,116.975,2166.765,TRACTOR
GC,OPTION,117.27,3837.665,SCORPION
GC,ERUPT,116.375,1316.715,CORN
GC,PIAZZA,116.145,1687.44,PLAZA
GC,CEASE,116.315,2215.495,CHEESE
GC,FOREST,116.89,1950.05,FOREST
GC,FREAK,117.785,1367.075,SPEAK
GC,KEEP,116.88,1371.215,KEEP
GC,SHAVE,115.86,1548.63,SHAVE
GC,VOID,115.86,1481.36,WORLD
GC,MEET,116.62,1233.19,MEET
GC,MORAL,117.075,1434.645,ROAM
GC,DAMAGE,115.565,2267.195,DAMAGE
GC,TRIVIA,116.495,1791.24,TRIVIA
GC,LYNX,116.32,2250.815,LYNX
GC,VODKA,117.02,1983.22,VODKA
GC,FLAK,116.67,1379.44,FLARE
GC,CHEAT,121.52,1486.91,CHEAT
GC,HOSTEL,114.925,1484.26,HOSTEL
