Participant,Prime,Prime_Duration,rt,Response
JL,UNEASY,116.525,2349.265,UNEASY
JL,VOID,116.4849999,2800.755,AVOID
JL,TRIVIA,116.59,1417.495,TRIVIA
JL,FAUNA,116.585,1338.81,FAUN
JL,MEET,116.045,1582.735,SWEET
JL,MORAL,118.305,1167.82,MORAL
JL,SPAN,117.035,1283.89,SPAN
JL,OPTION,116.05,1100.305,OPTION
JL,WIND,117.52,801.14,WIND
JL,EFFIGY,116.065,1349.865,EFFECT
JL,TOTALLY,116.73,2267.69,TOTALLY
JL,CEASE,116.935,2117.855,RELEASE
JL,MUZZLE,116.42,1384.025,MUZZLE
JL,TRAITOR,116.91,2089.685,TRAITOR
JL,DAMAGE,117.575,1800.52,DAMAGE
JL,REACTOR,116.88,766.355,XXXXX
JL,FLAK,117.07,451.13,XXXXX
JL,FOREST,116.935,2649.865,FOREST
JL,CHEAT,116.9,1051.185,CHEAT
JL,FREAK,116.475,1166.545,FREAK
JL,PULL,116.67,1099.55,PULL
JL,SHAVE,116.65,684.025,SHAVE
JL,MIDLAND,116.755,2134.535,MIDLAND
JL,LEND,115.835,1001.335,LEND
JL,KEEP,116.77,2284.985,KEEP
JL,SNAP,115.56,1450.995,SNAP
JL,VODKA,117.11,933.84,VODKA
JL,ERUPT,116.57,1116.69,XXXXX
JL,CHEER,117.04,1282.915,SHEET
JL,LYNX,117.5,1434.55,XXXXX
JL,CORNER,116.77,1233.205,CORNER
JL,STARK,117.26,1358.8,SHARK
JL,PEEP,117.035,1552.385,CREEP
JL,PIAZZA,117.21,1490.87,PIZZA
JL,HOSTEL,117.715,2133.065,HOSTEL
JL,CLAW,116.13,1183.135,LAW
JL,SPUNK,116.955,1560.415,SPUNK
JL,SPUN,116.3,300.745,XXXXX
JL,RESUME,117.405,2523.765,RESUME
JL,SUIT,116.64,732.705,SUIT
