"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"THIEF",3183.18,"Studied",3,3,NA,"12","Related","TENT","CAMP","CROOK"
"KILL",3233.325,"Studied",38,3,NA,"14","Unrelated","SNEEZE",NA,NA
"DEVIL",1998.62,"Studied",34,3,NA,"13","Related","SKIP","JUMP",NA
"TRAIN",2452.525,"Studied",6,3,NA,"8","Related","CROOK","THIEF",NA
"WHEAT",1383.925,"Studied",22,3,NA,"3","Unrelated","UNCLEAR",NA,NA
"LAKE",1600.805,"Studied",41,3,NA,"2","Related","ABDOMEN","STOMACH",NA
"SWAMP",2416.905,"Studied",42,3,NA,"1","firstword","firstword",NA,NA
"TRASH",2300.415,"Studied",12,3,NA,"24","Related","GARBAGE","TRASH","GARBAGE"
"GHOST",1484.155,"Studied",13,3,NA,"22","Identical","GEEK",NA,NA
"HOTEL",2501.335,"Studied",32,3,NA,"21","Unrelated","MONKEY",NA,NA
"STARS",1714.97,"Studied",10,3,NA,"26","Unrelated","SPICE",NA,NA
"SWEET",1832.895,"Studied",26,3,NA,"5","Related","SOCKS","SHOES",NA
"WHERE",1083.385,"Studied",18,1,NA,"8","Related","TOSS","THROW",NA
"BEFORE",2866.705,"Studied",38,1,NA,"22","Related","LOST","FOUND",NA
"SHOES",5617.84,"Studied",4,3,NA,"16","Unrelated","CARRY",NA,"SOCKS"
"STRETCH",4033.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GIRLS",5410.765,"Studied",35,1,NA,"15","Unrelated","SLIDE",NA,NA
"KIDNAP",1849.445,"Studied",7,4,NA,"5","Unrelated","FOOD",NA,NA
"PURPLE",2899.67,"Studied",13,4,NA,"12","Unrelated","ROOF",NA,NA
"BUCKET",2276.66,"Studied",12,4,NA,"13","Related","LEND","BORROW",NA
"CHAINS",1536.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANDLE",2034.235,"Studied",1,4,NA,"6","Identical","NOSE",NA,NA
"SEEK",2735.495,"Studied",29,4,NA,"7","Unrelated","BREAK",NA,NA
"LOOK",1716.265,"Studied",30,4,NA,"8","Identical","NEWS",NA,NA
"MOTHER",5568.515,"Studied",5,4,NA,"14","Unrelated","NONE",NA,NA
"BUTTER",1897.91,"Studied",8,4,NA,"16","Identical","WAITER",NA,NA
"TENNIS",2832.15,"Studied",2,4,NA,"2","Identical","SQUARE",NA,NA
"STATES",3833.675,"Studied",3,4,NA,"4","Unrelated","JACKET",NA,NA
"BRANCH",3000.13,"Studied",32,4,NA,"3","Related","COBWEB","SPIDER",NA
"WAITER",4120.635,"Studied",11,4,"Identical","19","Unrelated","HAPPY",NA,NA
"NOSE",5805.49,"Studied",14,4,"Identical","17","Unrelated","MAGIC",NA,NA
"TOES",2899.485,"Studied",22,4,NA,"18","Unrelated","VOLCANO",NA,NA
"STRICT",3640.435,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNCLE",3701.145,"Studied",15,1,NA,"13","Related","PUSH","SHOVE",NA
"NEPHEW",1816.63,"Studied",9,2,NA,"38","Unrelated","BREAD",NA,"NIECE"
"EXTENT",3400.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THERE",6284.135,"Studied",37,1,NA,"9","Related","GUMS","TEETH",NA
"DEAF",3599.255,"Studied",1,3,NA,"11","Related","FROWN","SMILE",NA
"EGG",1316.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIRD",1651.815,"Studied",2,2,NA,"8","Related","PEEL","ORANGE",NA
"ORANGE",2034.565,"Studied",31,2,NA,"13","Unrelated","STUPID",NA,"PEEL"
"YELLOW",1999.745,"Studied",17,2,NA,"12","Identical","STREAM",NA,NA
"BEACH",2531.9,"Studied",3,2,NA,"14","Identical","STORY",NA,NA
"STAIRS",1334.26,"Studied",6,2,NA,"15","Unrelated","STING",NA,NA
"NUMBER",1502.86,"Studied",7,2,NA,"18","Related","NIECE","NEPHEW","DIGIT"
"TWELVE",4159.87,"Studied",28,2,NA,"17","Identical","CHAIR",NA,NA
"SMOOTH",3481.35,"Studied",8,2,NA,"16","Related","LEFT","RIGHT",NA
"STREAM",4619.17,"Studied",37,2,"Identical","31","Unrelated","GRAVE",NA,NA
"GLORY",2282.505,"Studied",24,2,NA,"11","Related","DIGIT","NUMBER",NA
"FLOWER",3683.94,"Studied",1,2,NA,"10","Related","BANJO","GUITAR",NA
"CRACKER",4761.89,"Studied",29,2,NA,"7","Unrelated","FAKE",NA,NA
"CHEESE",2206.275,"Studied",20,2,NA,"6","Unrelated","MOVE",NA,NA
"BOMB",4852.535,"Studied",32,2,NA,"22","Related","INTAKE","OUTTAKE","ATOM"
"STOP",2898.815,"Studied",11,2,NA,NA,NA,NA,NA,"HALT"
"DARK",5884.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUSK",5216.14,"Studied",23,3,NA,"9","Unrelated","MINIMUM",NA,NA
"GLOW",1483.605,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOOR",1434.355,"Studied",28,3,NA,"27","Related","FOUR","FIVE",NA
"SHEETS",2403.17,"Studied",25,2,NA,"26","Identical","SELLER",NA,NA
"DREAM",2202.02,"Studied",26,2,NA,"27","Unrelated","SPOTS",NA,NA
"BED",1500.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
