Participant,Prime,Prime_Duration,rt,Response
JE,LYNX,115.83,3047.95, 
JE,REACTOR,116.42,2332.475,TRACTOR
JE,FREAK,116.995,1533.735,STEAK
JE,HOSTEL,115.145,1233.71,HOTEL
JE,EFFIGY,116.47,2599.645,FUDGE
JE,CORNER,115.215,1399.86,CORNER
JE,FLAK,117.07,1083.095,FLAKE
JE,SPUNK,116.965,967.35,SPUNK
JE,VODKA,116.14,1615.89,VODKA
JE,UNEASY,116.18,251.625,XXXXX
JE,MIDLAND,117.53,1200.465,MIDLAND
JE,FAUNA,116.29,1067.455,LAUNCH
JE,DAMAGE,116.525,1117.67,DAMAGE
JE,SUIT,116.49,866.555,SUIT
JE,CHEER,116.55,1151.02,CHEER
JE,STARK,116.715,982.455,STARS
JE,SPAN,117.385,833.855,SPAN
JE,FOREST,116.53,1267.125,FOREST
JE,LEND,116.735,949.465,LEND
JE,SHAVE,115.705,968.51,SHAVE
JE,SNAP,116.145,867.1,SNAP
JE,MUZZLE,116.63,1083.255,MUZZLE
JE,ERUPT,117.13,816.33,ERUPT
JE,RESUME,120.3,2091.135,PRESUME
JE,PEEP,116.065,965.98,SHEEP
JE,PIAZZA,116.65,1383.06,PIZZA
JE,CHEAT,116.645,1133.755,CHEAT
JE,TRIVIA,117.14,1926.215,TRIVIA
JE,SPUN,116.13,699.65,SPUN
JE,MORAL,168.78,953.6,MORAL
JE,WIND,115.13,766.59,WIND
JE,CEASE,116.245,1000.39,CEASE
JE,MEET,116.87,682.3,MEET
JE,KEEP,117.15,833.395,KEEPS
JE,PULL,115.945,1277.815,PULL
JE,CLAW,115.99,966.11,CLAW
JE,OPTION,117.915,1284.9,POTION
JE,TRAITOR,116.485,1183.46,TRAITOR
JE,TOTALLY,114.245,2182.44,KILL
JE,VOID,118.165,883.96,VOID
