Participant,Prime,Prime_Duration,rt,Response
JT,SPUNK,116.565,2366.31,SPUNK
JT,LEND,116.645,1149.74,LEND
JT,SPUN,116.475,1372.125,SPUN
JT,MEET,116.58,1283.38,MEET
JT,MUZZLE,116.72,1163.81,MUZZLE
JT,LYNX,116.87,1700.285,LYNX
JT,DAMAGE,116.425,1283.485,DAMAGE
JT,VOID,116.675,874.875,VOID
JT,FREAK,116.525,1305.36,FREAK
JT,CEASE,116.49,1458.41,CEASE
JT,CORNER,116.75,1296.175,CORNER
JT,PIAZZA,116.86,1166.635,PIZZA
JT,RESUME,116.445,1516.29,CONSUME
JT,SNAP,116.53,1075.23,SNAP
JT,TOTALLY,116.645,1346.65,TOTALLY
JT,TRIVIA,116.725,1208.315,TRIVIA
JT,CHEER,116.57,1025.8,CHEER
JT,MIDLAND,116.695,2839.185,MIDLAND
JT,HOSTEL,118.645,3100.845,HOSTEL
JT,SUIT,116.82,1077.595,SUIT
JT,FOREST,116.685,1308.36,FOREST
JT,CHEAT,116.675,1175.145,CHEAT
JT,SHAVE,116.635,1233.28,SHAVE
JT,OPTION,116.865,1824.645,OPTION
JT,KEEP,116.75,885.275,KEEP
JT,FAUNA,116.475,2266.64,FAUNA
JT,WIND,116.79,791.71,WIND
JT,VODKA,116.51,2324.86,VODKA
JT,STARK,116.785,1316.755,STARK
JT,CLAW,117.025,1770.51,CLAW
JT,SPAN,116.645,1356.585,SPAN
JT,MORAL,116.675,1525.805,MORAL
JT,TRAITOR,116.735,1766.075,TRAITOR
JT,UNEASY,116.345,5658.25,JUNEASY
JT,ERUPT,116.115,1357.825,ERUPT
JT,REACTOR,116.74,1433.575,REACTOR
JT,PEEP,116.595,941.7,PEEP
JT,FLAK,119.44,1899.19,FLAK
JT,PULL,116.665,1216.655,PULL
JT,EFFIGY,116.64,1599.99,EFFIGY
