RecalledWord,StudyPosition,Block
SUPPER,1,1
THREAD,2,1
CANDLE,3,1
STATES,4,1
BUCKET,5,1
PAIN,6,1
SQUARE,7,1
VERB,8,1
ALIVE,9,1
SOAP,10,1
SPIDER,11,1
NEWS,12,1
SLOW,13,1
WILD,14,1
THIRST,15,1
LOOK,16,1
KIDNAP,17,1
TOES,18,1
MIDDLE,19,1
NOSE,20,1
INHALE,21,1
TENNIS,22,1
TEST,23,1
MOTHER,24,1
CLUE,25,1
FIRST,26,1
WAITER,27,1
LESS,28,1
CHAIN,29,1
BALLET,30,1
PURPLE,31,1
BRANCH,32,1
READ,33,1
TOUR,34,1
HUNGER,35,1
BUTTER,36,1
ARGUE,37,1
SEEK,38,1
BORROW,39,1
NAVY,40,1
WINTER,41,1
MOST,42,1
WORST,1,2
ANIMAL,2,2
QUEEN,3,2
MINUTE,4,2
TIGER,5,2
GRASS,6,2
HORSE,7,2
CANCER,8,2
MINUS,9,2
MEAN,10,2
MUSCLE,11,2
GIRLS,12,2
FENCE,13,2
LEAVES,14,2
UNCLE,15,2
THROW,16,2
DOLLAR,17,2
FOUND,18,2
SHARK,19,2
WHOLE,20,2
FINGER,21,2
EARLY,22,2
WHERE,23,2
SHORT,24,2
TEETH,25,2
CORAL,26,2
OFFICE,27,2
PEPPER,28,2
THERE,29,2
CLOSE,30,2
SPOON,31,2
LEMON,32,2
BEFORE,33,2
SHOVE,34,2
ENTER,35,2
PLANT,36,2
QUART,37,2
ROCK,38,2
YOURS,39,2
CLOCK,40,2
BEHIND,41,2
PHONE,42,2
CHEESE,1,3
WEIGHT,2,3
TWELVE,3,3
WEST,4,3
DAGGER,5,3
HORN,6,3
NEPHEW,7,3
STORY,8,3
FLOWER,9,3
WORK,10,3
NICKEL,11,3
SONG,12,3
BOMB,13,3
CHAIR,14,3
NUMBER,15,3
SMOOTH,16,3
MONEY,17,3
LAWYER,18,3
JAIL,19,3
CHANGE,20,3
FRIGHT,21,3
GLORY,22,3
OUTTAKE,23,3
FISH,24,3
EGGS,25,3
CRACKER,26,3
PICKLE,27,3
ORANGE,28,3
STAIRS,29,3
GROSS,30,3
CLAM,31,3
STOP,32,3
YELLOW,33,3
DREAM,34,3
SHEETS,35,3
GUITAR,36,3
RIGHT,37,3
BIRD,38,3
SELLER,39,3
LENGTH,40,3
BEACH,41,3
STREAM,42,3
FROG,1,4
KISS,2,4
SMOKE,3,4
HOOP,4,4
JUMP,5,4
LEARN,6,4
SORRY,7,4
SHOES,8,4
THIEF,9,4
GHOST,10,4
CAMP,11,4
BLACK,12,4
TRAIN,13,4
SWAMP,14,4
SWEET,15,4
FIVE,16,4
DEVIL,17,4
SMILE,18,4
LAND,19,4
DUSK,20,4
KILL,21,4
DIRT,22,4
WORLD,23,4
PRESENT,24,4
LAKE,25,4
DOOR,26,4
DEAF,27,4
PICTURE,28,4
BELOW,29,4
BRIDE,30,4
GEEK,31,4
TIGHT,32,4
MINOR,33,4
NOISE,34,4
WHEAT,35,4
STOMACH,36,4
STARS,37,4
ROAD,38,4
HOTEL,39,4
SOUTH,40,4
POUND,41,4
TRASH,42,4
