"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"FENCE",1815.685,"Studied",2,2,"Identical","7","Identical","FENCE",NA,NA
"LESS",2117,"Studied",8,1,NA,"6","Unrelated","LOSE",NA,NA
"MOST",1433.995,"Studied",42,1,NA,"1","firstword","firstword",NA,NA
"KISS",1765.89,"Studied",8,4,NA,"9","Unrelated","SLEEP",NA,NA
"CO",8001.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COIN",1249.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MINUS",4634.365,"Studied",17,2,"Identical","39","Identical","PEPPER",NA,NA
"WIFE",2130.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUPPER",7450.675,"Studied",19,1,NA,"27","Related","DINNER","SUPPER","DINNER"
"MONEY",6667.79,"Studied",12,3,NA,NA,NA,NA,NA,"CASH"
"FUNERAL",2282.445,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEEK",7350.065,"Studied",34,1,NA,"25","Unrelated","FIND",NA,"HIDE"
"LEAVES",3381.315,"Studied",22,2,NA,"17","Unrelated","PLANE",NA,NA
"TOAST",1269.775,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEDDING",6568.315,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOOK",6350.515,NA,NA,NA,"Related",NA,NA,NA,NA,NA
"MISS",1749.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
