"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"FINGER",4333.695,"Studied",40,1,"Identical",NA,NA,NA,NA,NA
"PLANT",735.185,"Studied",35,1,"Identical",NA,NA,NA,NA,NA
"UNCLE",1182.84,"Studied",34,1,NA,NA,NA,NA,NA,"AUNT"
"MOM",1686.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPOON",5501.995,"Studied",27,1,NA,NA,NA,NA,NA,"FORK"
"TIGER",4764.665,"Studied",18,1,NA,"9","Unrelated","PURPOSE",NA,NA
"SHARK",933.1,"Studied",20,1,NA,"10","Unrelated","MANY",NA,NA
"CAMP",2016.24,"Studied",2,3,NA,"1","firstword","firstword",NA,NA
"FIRE",583.425,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIRT",2816.095,"Studied",22,3,NA,"7","Related","OUNCE","POUND",NA
"GHOST",1385.35,"Studied",40,3,NA,"25","Unrelated","MAD",NA,"GHOUL"
"QUEEN",2201.25,"Studied",15,1,NA,"8","Identical","FENCE",NA,NA
"BEACH",7066.925,"Studied",4,2,NA,NA,NA,NA,NA,"SAND"
"TWELVE",7999.655,"Studied",33,2,"Identical","24","Related","DILL","PICKLE",NA
"SMILE",5634.9,"Studied",12,3,"Identical",NA,NA,NA,NA,NA
"GHOST",5583.715,"Studied",40,3,NA,"25","Unrelated","MAD",NA,"GHOUL"
"SWAMP",783.385,"Studied",41,3,NA,"11","Related","GHOUL","GHOST",NA
