RecalledWord,StudyPosition,Block
STORY,1,1
CHAIR,2,1
NEPHEW,3,1
LAWYER,4,1
GUITAR,5,1
STREAM,6,1
NUMBER,7,1
LENGTH,8,1
WORK,9,1
SHEETS,10,1
NICKEL,11,1
BEACH,12,1
FRIGHT,13,1
WEST,14,1
JAIL,15,1
GROSS,16,1
RIGHT,17,1
CHEESE,18,1
STOP,19,1
MONEY,20,1
ORANGE,21,1
FISH,22,1
FLOWER,23,1
EGGS,24,1
DAGGER,25,1
HORN,26,1
BIRD,27,1
PICKLE,28,1
YELLOW,29,1
DREAM,30,1
CRACKER,31,1
SMOOTH,32,1
SELLER,33,1
TWELVE,34,1
STAIRS,35,1
BOMB,36,1
WEIGHT,37,1
CLAM,38,1
GLORY,39,1
SONG,40,1
CHANGE,41,1
OUTTAKE,42,1
SHOES,1,2
DOOR,2,2
WHEAT,3,2
FROG,4,2
HOTEL,5,2
JUMP,6,2
DEVIL,7,2
DIRT,8,2
STARS,9,2
BLACK,10,2
NOISE,11,2
FIVE,12,2
SMILE,13,2
ROAD,14,2
DEAF,15,2
SMOKE,16,2
STOMACH,17,2
BRIDE,18,2
TIGHT,19,2
SWEET,20,2
LAKE,21,2
WORLD,22,2
THIEF,23,2
HOOP,24,2
PICTURE,25,2
POUND,26,2
TRASH,27,2
GHOST,28,2
KILL,29,2
MINOR,30,2
BELOW,31,2
LEARN,32,2
SWAMP,33,2
SORRY,34,2
CAMP,35,2
KISS,36,2
TRAIN,37,2
SOUTH,38,2
GEEK,39,2
DUSK,40,2
LAND,41,2
PRESENT,42,2
PAIN,1,3
SUPPER,2,3
THREAD,3,3
LOOK,4,3
SLOW,5,3
BUTTER,6,3
NAVY,7,3
KIDNAP,8,3
SEEK,9,3
BALLET,10,3
CHAIN,11,3
BUCKET,12,3
WINTER,13,3
SOAP,14,3
LESS,15,3
BRANCH,16,3
TEST,17,3
WAITER,18,3
NEWS,19,3
MIDDLE,20,3
BORROW,21,3
MOTHER,22,3
VERB,23,3
ARGUE,24,3
CLUE,25,3
TOES,26,3
TOUR,27,3
MOST,28,3
THIRST,29,3
HUNGER,30,3
CANDLE,31,3
SQUARE,32,3
STATES,33,3
READ,34,3
FIRST,35,3
ALIVE,36,3
TENNIS,37,3
WILD,38,3
PURPLE,39,3
SPIDER,40,3
INHALE,41,3
NOSE,42,3
PHONE,1,4
GIRLS,2,4
YOURS,3,4
WHERE,4,4
SPOON,5,4
MINUTE,6,4
THROW,7,4
EARLY,8,4
GRASS,9,4
MUSCLE,10,4
LEMON,11,4
FENCE,12,4
LEAVES,13,4
HORSE,14,4
FOUND,15,4
TIGER,16,4
FINGER,17,4
WORST,18,4
BEFORE,19,4
SHARK,20,4
PLANT,21,4
MEAN,22,4
CLOSE,23,4
CORAL,24,4
QUART,25,4
UNCLE,26,4
THERE,27,4
ENTER,28,4
WHOLE,29,4
ROCK,30,4
QUEEN,31,4
BEHIND,32,4
CLOCK,33,4
TEETH,34,4
SHOVE,35,4
OFFICE,36,4
MINUS,37,4
ANIMAL,38,4
PEPPER,39,4
SHORT,40,4
DOLLAR,41,4
CANCER,42,4
