RecalledWord,StudyPosition,Block
SOUR,1,1
SMELL,2,1
STICKY,3,1
HEAR,4,1
WARM,5,1
ROOF,6,1
BOARD,7,1
YEAR,8,1
SWORD,9,1
FOOD,10,1
STORE,11,1
HAIR,12,1
MAYBE,13,1
PROBLEM,14,1
MAGIC,15,1
STRANGE,16,1
SING,17,1
TALK,18,1
GAME,19,1
LETTUCE,20,1
CHURCH,21,1
CLEAR,22,1
MUSIC ,23,1
CHOOSE,24,1
SHIP,25,1
VOLCANO,26,1
TREE,27,1
FIND,28,1
COLLECT,29,1
TAKE,30,1
LAUGH,31,1
NONE,32,1
DESERT,33,1
BELL,34,1
DRESS,35,1
HAPPY,36,1
JACKET,37,1
LOSE,38,1
BREAK,39,1
STREET,40,1
SICK,41,1
LOVE,42,1
RAIN,1,2
SCISSORS,2,2
NECK,3,2
EXCUSE,4,2
HATE,5,2
PLANE ,6,2
SHERIFF,7,2
SILVER,8,2
PIECE,9,2
SPIT,10,2
RENT,11,2
QUIET,12,2
DRUGS,13,2
ANNOY,14,2
DRAW,15,2
VOTE,16,2
THANKS,17,2
PURPOSE,18,2
SAME,19,2
DISAGREE,20,2
THIN,21,2
SHALLOW,22,2
TOCK,23,2
CARD,24,2
TOOL,25,2
KNIFE,26,2
WRONG,27,2
MARRY,28,2
EXACT,29,2
CHILD,30,2
MANY,31,2
BUSH,32,2
POTATO,33,2
YOUNG,34,2
DEATH,35,2
REAL,36,2
STRIPE,37,2
PACKAGE,38,2
STAMP,39,2
CLOWN,40,2
TRAILER,41,2
SLIDE,42,2
ROSE,1,3
MATH,2,3
SPOTS,3,3
PROPER,4,3
BABY,5,3
DOCTOR,6,3
SUBJECT,7,3
BRAIN,8,3
GUILT,9,3
SELF,10,3
TOOTH,11,3
GRAVE,12,3
ARMS,13,3
BIKE,14,3
HEAD,15,3
SHEEP,16,3
KNIT,17,3
WOOD,18,3
STUPID,19,3
RULE,20,3
CLASS,21,3
FAKE,22,3
STEAL,23,3
STRESS,24,3
SHIRT,25,3
UNDER,26,3
CLIMB,27,3
TOWN,28,3
MILK,29,3
BREAD,30,3
GRAND,31,3
EXPLODE,32,3
MOVE,33,3
LIGHT,34,3
PENNY,35,3
SKIN,36,3
TOUCH,37,3
WRITE,38,3
STING,39,3
REPEAT,40,3
CELL,41,3
NIGHTS,42,3
SILK,1,4
FINISH,2,4
FIRE,3,4
CARRY,4,4
ITCH,5,4
SPICE,6,4
OVEN,7,4
CASTLE,8,4
UNCLEAR,9,4
BALL ,10,4
MAD,11,4
SURE,12,4
GLASSES,13,4
SOFT,14,4
MAID,15,4
PRIDE,16,4
FRONT,17,4
TIRED,18,4
ONCE,19,4
COPY,20,4
PLAN,21,4
BOSS,22,4
SMALL,23,4
SMART,24,4
ALLOW,25,4
MINIMUM,26,4
MONKEY,27,4
WATER,28,4
ENGLISH,29,4
SLEEP,30,4
NINE,31,4
CAKE,32,4
LETTER,33,4
PENCIL,34,4
SNEEZE,35,4
LARGE,36,4
WANT,37,4
BANK,38,4
PAPER,39,4
HELLO,40,4
JEANS,41,4
EFFECT,42,4
