Participant,Prime,Prime_Duration,rt,Response
LL,MIDLAND,118.015,3444.16,MID
LL,VOID,116.44,5649.56,VOID
LL,FLAK,118.83,2566.945,FLAKE
LL,OPTION,116.83,1325.42,XXXXX
LL,HOSTEL,116.84,8000.83,XXXXX
LL,CHEER,115.865,2165.99,CHEER
LL,UNEASY,117.605,2184.655,EASY
LL,WIND,117.15,2117,WIND
LL,TRIVIA,114.185,2066.21,XXXXX
LL,SNAP,115.94,2032.805,SNAP
LL,FAUNA,116.1,2631.805,FAUNA
LL,FREAK,118.065,3019.825,FREE
LL,PIAZZA,115.97,799.72,XXXXX
LL,SHAVE,115.83,2267.19,SHAVE
LL,EFFIGY,116.115,2617.1,XXXXX
LL,STARK,116.38,2016.28,STAR
LL,TRAITOR,117.225,2833.225,TRAIT
LL,TOTALLY,116.24,3316.99,RALLY
LL,MEET,116.89,1788.455,MEET
LL,SPUN,116.165,3117.56,SPUN
LL,DAMAGE,116.575,1783.55,DAMAGE
LL,VODKA,116.045,996.965,XXXXX
LL,FOREST,116.71,2250.28,FOREST
LL,KEEP,116.83,1518.97,KEEP
LL,PEEP,117.275,3167.905,PEEP
LL,SPUNK,122.82,4760.83,SPUN
LL,CHEAT,126.67,2517.89,CHEAT
LL,MUZZLE,117.765,3448.015,MUZZLE
LL,SPAN,117.62,769.735,XXXXX
LL,ERUPT,115.975,642.88,XXXXX
LL,CORNER,115.62,2700.6,CORNER
LL,CEASE,116.84,141.055,XXXXX
LL,PULL,113.705,1308.095,PULL
LL,MORAL,117.495,3435.76,MO
LL,CLAW,122.76,1875.985,CLAW
LL,RESUME,115.165,2332.135,RESUME
LL,LEND,117.37,488.585,XXXXX
LL,REACTOR,115.34,2783.81,FACTOR
LL,SUIT,116.065,67.01499999,XXXXX
LL,LYNX,117.045,2743.06,LYNX
