DelayedWord,DelayedRT
XXXXX,7999.965
FINGER,4333.695
PLANT,735.185
UNCLE,1182.84
MOM,1686.65
SPOON,5501.995
TIGER,4764.665
SHARK,933.1
CAMP,2016.24
FIRE,583.425
DIRT,2816.095
GHOST,1385.35
QUEEN,2201.25
BEACH,7066.925
TWELVE,7999.655
XXXXX,8002.675
SMILE,5634.9
XXXXX,699.82
XXXXX,800.37
XXXXX,2166.7
XXXXX,650.4
XXXXX,465.115
XXXXX,1366.6
XXXXX,1314.53
XXXXX,7818.715
XXXXX,8003.695
XXXXX,8000.135
XXXXX,668.285
XXXXX,199.85
XXXXX,614.445
XXXXX,483.14
XXXXX,432.55
XXXXX,516.52
XXXXX,299.69
XXXXX,633.285
XXXXX,349.78
XXXXX,266.72
XXXXX,7998.56
XXXXX,566.73
XXXXX,576.09
XXXXX,326.1
XXXXX,317.905
XXXXX,267.61
XXXXX,718.525
GHOST,5583.715
SWAMP,783.385
XXXXX,399.84
XXXXX,318.065
XXXXX,383.415
XXXXX,366.29
XXXXX,232.815
XXXXX,133.11
XXXXX,149.7
XXXXX,133.775
XXXXX,116.41
XXXXX,147.575
XXXXX,167.42
XXXXX,232.92
XXXXX,185.115
XXXXX,181.315
XXXXX,133.36
XXXXX,81.66
XXXXX,682.575
XXXXX,249.62
XXXXX,199.515
XXXXX,182.505
XXXXX,149.905
XXXXX,167.09
XXXXX,100.335
XXXXX,71.31
XXXXX,33.065
XXXXX,17.905
XXXXX,516.59
XXXXX,49.78500001
XXXXX,16.96000001
XXXXX,634.285
XXXXX,99.38499999
XXXXX,33.22499999
XXXXX,49.87
XXXXX,516.6
XXXXX,383.19
XXXXX,221.295
XXXXX,335.26
XXXXX,552.915
XXXXX,383.45
XXXXX,349.49
XXXXX,348.27
XXXXX,399.78
XXXXX,349.285
XXXXX,481.515
XXXXX,350.03
XXXXX,368.515
XXXXX,385.21
XXXXX,335.07
XXXXX,333.485
XXXXX,332.795
XXXXX,334.15
XXXXX,350.705
XXXXX,216.49
XXXXX,297.465
