"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"LARH",8001.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LARGE",2016.905,"Studied",9,1,NA,NA,NA,NA,NA,"MEDIUM"
"SMALL",1600.93,"Studied",14,1,NA,"13,29","Unrelated","DEAF",NA,"SHRINK"
"LETTUCE",6567.01,"Studied",29,2,NA,"27","Identical","LOSE",NA,NA
"DESSERT",1917.22,NA,NA,NA,NA,"26","Identical","DESERT",NA,NA
"WEIRD",1500.635,NA,NA,NA,NA,"4","Identical","SMELL",NA,NA
"LAUGH",1317.7,"Studied",4,2,NA,"6,21","Related","DISCUSS","TALK","GIGGLE"
"HAPPY",2401.445,"Studied",2,2,NA,"8","Identical","DRESS",NA,NA
"NONE",1115.89,"Studied",1,2,NA,"7","Identical","HAIR",NA,NA
"CAT",6218.695,NA,NA,NA,NA,"20","Related","PERMIT","ALLOW",NA
"WATER",5016.98,"Studied",11,1,NA,"8","Identical","LETTER",NA,NA
"EXTENT",6065.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEDIUM",4902.315,NA,NA,NA,"Related",NA,NA,NA,NA,NA
"LOVE",7798.84,"Studied",39,2,NA,"2","Related","ACORN","TREE",NA
"TRY",1383.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXPOSE",3215.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LETTER",5432.415,"Studied",38,1,"Identical","23","Related","DOZE","SLEEP",NA
"GHOST",5551.78,NA,NA,NA,"Unrelated","17","Unrelated","GHOST",NA,NA
"HOUSE",3017.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",7285.025,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",2606.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
