"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"HORSE",1598.005,"Studied",26,1,NA,"12","Unrelated","SHALLOW",NA,NA
"ORANGE",1759.905,"Studied",8,2,NA,"15","Related","SCALE","WEIGHT","PEEL"
"YELLOW",1213.175,"Studied",19,2,NA,"14","Related","CLOAK","DAGGER",NA
"FENCE",1337.915,"Studied",24,1,NA,"14","Unrelated","SLIDE",NA,NA
"OFFICE",1151.475,"Studied",30,1,NA,"15","Unrelated","THANKS",NA,NA
"CRACKER",4599.45,"Studied",26,2,NA,"42","Unrelated","PROPER",NA,"SALTINE"
"LAND",2949.75,"Studied",6,3,"Identical","17","Related","HULA","HOOP",NA
"KILL",1738.58,"Studied",41,3,NA,"2","Unrelated","CARRY",NA,NA
"BOMB",2090.12,"Studied",5,2,NA,"17,22","Related","STEPS","STAIRS",NA
"KNIFE",1801.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWORD",2020.24,NA,NA,NA,"Unrelated",NA,NA,NA,NA,NA
"BORROW",1376.04,"Studied",1,4,NA,"1","firstword","firstword",NA,NA
"NOSE",775.58,"Studied",21,4,NA,"20","Identical","READ",NA,NA
"SQUARE",2053.495,"Studied",23,4,NA,"35","Unrelated","STICKY",NA,"CIRCLE"
"PUEPLE",1428.515,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAIN",1274.645,"Studied",27,4,NA,"18","Related","EXHALE","INHALE",NA
"NAVY",1395.19,"Studied",28,4,NA,"16,31","Unrelated","YEAR",NA,NA
"ALIVE",2994.52,"Studied",18,4,NA,"26","Related","SUMMER","WINTER",NA
"THIRST",1868.845,"Studied",5,4,NA,"27","Identical","BALLET",NA,"QUENCH"
"TEST",1403.505,"Studied",4,4,NA,"6","Unrelated","JACKET",NA,NA
"HUNGER",1817.1,"Studied",3,4,NA,"23","Unrelated","STORE",NA,NA
"WAITER",1412.915,"Studied",35,4,NA,"25","Unrelated","BOARD",NA,NA
"SUPPER",827.425,"Studied",30,4,NA,"24","Related","DINNER","SUPPER","DINNER"
"MOTHER",1072.595,"Studied",13,4,NA,"21","Unrelated","TREE",NA,NA
"TOES",3576.595,"Studied",16,4,NA,"19","Related","GUIDE","TOUR",NA
"ARGUE",1129.735,"Studied",20,4,"Identical","22","Related","CIRCLE","SQUARE",NA
"WEST",3039.955,"Studied",11,2,NA,"8","Identical","BEACH",NA,NA
"GLORY",1458.1,"Studied",13,2,NA,"10","Identical","MONEY",NA,NA
"LAWYER",2852.775,"Studied",23,2,NA,"5","Identical","RIGHT",NA,NA
"MONEY",4153.55,"Studied",16,2,"Identical","19","Related","BANJO","GUITAR",NA
"RIGHT",5685.145,"Studied",24,2,"Identical",NA,NA,NA,NA,NA
"CLC",7997.285,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLOCK",1072.74,"Studied",1,1,NA,"1","firstword","firstword",NA,NA
"CANCER",3084.1,"Studied",3,1,NA,"2","Unrelated","DEATH",NA,NA
"WHOLE",795.7049999,"Studied",4,1,NA,"3","Identical","QUART",NA,NA
"SHARK",3935.74,"Studied",7,1,NA,"31","Related","LION","TIGER",NA
"NEWS",6854.41,"Studied",7,4,NA,"28","Related","HIDE","SEEK",NA
"KIDNAP",2791.04,"Studied",33,4,NA,"12","Identical","CHAIN",NA,"ABDUCT"
"TENNIS",1656.975,"Studied",41,4,NA,"10","Unrelated","PROBLEM",NA,NA
"SKIP",3475.025,NA,NA,NA,"Related","7,34","Unrelated","MAGIC",NA,NA
"SOAP",2125.19,"Studied",6,4,NA,"8","Related","ABDUCT","KIDNAP",NA
"BUCKET",903.61,"Studied",2,4,NA,"9","Related","QUENCH","THIRST",NA
"WILD",1938.01,"Studied",38,4,NA,"14","Identical","STATES",NA,NA
"SPIDER",763.2599999,"Studied",11,4,NA,"15","Identical","ARGUE",NA,NA
"LEAVES",5349.885,"Studied",2,1,NA,"4","Unrelated","POTATO",NA,NA
"BEACH",7568.975,"Studied",1,2,"Identical","24","Unrelated","BIKE",NA,NA
"LOOK",5312.14,"Studied",19,4,"Identical","32","Identical","LOOK",NA,NA
"BUTTER",5434.13,"Studied",42,4,"Identical","13","Unrelated","SOUR",NA,NA
"LAMP",1437.495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNCLE",1255.645,"Studied",34,1,NA,"10","Identical","CORAL",NA,NA
"MEAN",1235.795,"Studied",33,1,NA,"9","Related","GUYS","GIRLS","HARSH"
"QUEEN",840.5500001,"Studied",8,1,NA,"8","Unrelated","SHERIFF",NA,NA
"SCARY",2969.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RING",671.9599999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHORT",953.425,"Studied",17,1,"Identical",NA,NA,NA,NA,NA
"KEYS",2859.495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WATER",1722.385,NA,NA,NA,"Unrelated","34","Identical","MINUTE",NA,NA
"DRINK",758.8000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIME",2408.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TALL",6786.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAPER",1677.465,NA,NA,NA,"Unrelated","29","Related","PUSH","SHOVE",NA
"IMAGE",7098.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERA",1949.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHOTO",593.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STUDY",5941.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WHITE",2516.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
