Participant,Prime,Prime_Duration,rt,Response
LT,MEET,116.525,518.62,XXXXX
LT,SHAVE,119.825,2277.19,SHAVE
LT,LYNX,116.585,1631.3,SHAVE
LT,SPAN,116.785,1900.42,SPAN
LT,CLAW,123.53,1717.085,CLAW
LT,FLAK,116.495,2317.255,FLAKE
LT,LEND,116.47,2937.145,LEND
LT,SUIT,116.76,1498.985,SUIT
LT,FOREST,116.9,1350.015,FOREST
LT,KEEP,136.42,2413.545,KEEP
LT,TRIVIA,116.49,416.535,XXXXX
LT,SNAP,117.17,1349.52,SNAP
LT,SPUNK,116.32,416.635,XXXXX
LT,CEASE,113.96,1287.015,CEAST
LT,FREAK,115.65,1699.475,FEAST
LT,VODKA,116.575,1350.085,VODKA
LT,REACTOR,117.055,367.75,XXXXX
LT,ERUPT,116.195,482.98,XXXXX
LT,EFFIGY,116.405,4696.105,FLINGY
LT,OPTION,117.485,1798.475,PORTION
LT,VOID,116.51,382.58,XXXXX
LT,HOSTEL,116.85,1063.68,HOTEL
LT,TRAITOR,116.28,431.485,XXXXX
LT,MIDLAND,116.755,1833.005,MIDLAND
LT,MORAL,120.27,1239.35,CORAL
LT,CHEER,116.245,3996.565,CHEESE
LT,PULL,117.005,1516.215,PULL
LT,TOTALLY,116.72,329.42,XXXXX
LT,RESUME,116.54,1833.45,RESUME
LT,PIAZZA,116.64,1732.935,PIZZA
LT,WIND,116.03,1202.115,WIND
LT,PEEP,116.595,1583.56,PEEP
LT,UNEASY,116.745,1483.185,UNCLEAR
LT,DAMAGE,116.55,1419.095,DAMAGE
LT,FAUNA,116.675,1049.34,TUNA
LT,CHEAT,116.59,1166.52,CHEAT
LT,MUZZLE,116.825,3783.505,MUZZLE
LT,STARK,116.59,1524.195,STEAK
LT,CORNER,116.675,958.415,XXXXX
LT,SPUN,116.745,1384.215,SPUN
