"participant","session","date","expName","psychopyVersion","frameRate","RecalledWord","RT","Prime","PrimeCon","PrimeDuration","OutputPosition","Block","StudyPosition","Studied","PrimeRecalledCondition","PrimeFor"
"AV",1,"2021-03-31_13h58.34.481","L1.3ConstantTotalFinal","2020.1.3",60,"UNCLE",7999.255,"firstword","firstword",NA,1,1,14,"Studied",NA,NA
"AV",1,"2021-03-31_10h59.01.107","L1.3ConstantTotalFinal","2020.1.3",60,"MONEY",8003.405,"PUSH","Related",117.125,2,1,NA,NA,NA,"SHOVE"
"AV",1,"2021-03-31_10h59.01.108","L1.3ConstantTotalFinal","2020.1.3",60,"GIRLS",8001.89,"CLOWN","Unrelated",115.6,3,1,39,"Studied",NA,NA
"AV",1,"2021-03-31_10h59.01.109","L1.3ConstantTotalFinal","2020.1.3",60,"THROW",8002.61,"TROT","Related",115.67,4,1,42,"Studied",NA,"HORSE"
"AV",1,"2021-03-31_10h59.01.110","L1.3ConstantTotalFinal","2020.1.3",60,"TIGER",8002.21,"DRAW","Unrelated",117.245,5,1,40,"Studied",NA,NA
"AV",1,"2021-03-31_10h59.01.111","L1.3ConstantTotalFinal","2020.1.3",60,"QUEEN",7999.83,"TUMOR","Related",116.26,6,1,4,"Studied",NA,"CANCER"
"AV",1,"2021-03-31_10h59.01.112","L1.3ConstantTotalFinal","2020.1.3",60,"WHOLE",7995.745,"PINT","Related",116.025,7,1,2,"Studied",NA,"QUART"
"AV",1,"2021-03-31_10h59.01.113","L1.3ConstantTotalFinal","2020.1.3",60,"CLOCK",8001.505,"SAME","Unrelated",116.47,8,1,1,"Studied",NA,NA
"AV",1,"2021-03-31_10h59.01.114","L1.3ConstantTotalFinal","2020.1.3",60,"LEMON",8003.535,"FORK","Related",117.365,9,1,3,"Studied",NA,"SPOON"
"AV",1,"2021-03-31_10h59.01.115","L1.3ConstantTotalFinal","2020.1.3",60,"DOLLAR",7992.92,"RAKE","Related",120.2,10,1,15,"Studied",NA,"LEAVES"
"AV",1,"2021-03-31_10h59.01.116","L1.3ConstantTotalFinal","2020.1.3",60,"FINGER",8006.87,"OFFICE","Identical",116.025,11,1,12,"Studied",NA,NA
"AV",1,"2021-03-31_10h59.01.117","L1.3ConstantTotalFinal","2020.1.3",60,"GATE",7997.495,"GATE","Related",117.25,12,1,NA,NA,"Related","FENCE"
"AV",1,"2021-03-31_10h59.01.118","L1.3ConstantTotalFinal","2020.1.3",60,"PEPPER",8003.445,"CHILD","Unrelated",116.2,13,1,19,"Studied",NA,NA
"AV",1,"2021-03-31_10h59.01.119","L1.3ConstantTotalFinal","2020.1.3",60,"SUN",7990.7,"POTATO","Unrelated",114.71,14,1,NA,NA,NA,NA
"AV",1,"2021-03-31_10h59.01.120","L1.3ConstantTotalFinal","2020.1.3",60,"WEED",8005.065,"WEED","Related",116.245,15,1,NA,NA,"Related","GRASS"
"AV",1,"2021-03-31_10h59.01.121","L1.3ConstantTotalFinal","2020.1.3",60,"DEATH",8003.625,"DEATH","Unrelated",116.18,16,1,NA,NA,"Unrelated",NA
"AV",1,"2021-03-31_10h59.01.122","L1.3ConstantTotalFinal","2020.1.3",60,"OFFICE",7996.755,"LATE","Related",115.77,17,1,36,"Studied","Identical","EARLY"
