DelayedWord,DelayedRT
FOOD,3247.045
MONARCH,4614.8
SURE,6148.03
ITCH,4865.305
SKIN,1128.095
FUNERAL,4293.815
STREET,3649.855
STORE,1087.54
XXXXX,7999.705
BRAIN,6417.675
XXXXX,8000.385
MARRY,2833.665
WRONG,932.6500001
TRAILER,998.245
CHILD,934.2200001
DRAW,982.4549999
XXXXX,8000.08
XXXXX,7999.915
MAD,3765.725
HAPPY,4951.65
XXXXX,8000.915
MOVE,4132.145
GUILT,2231.77
PROPER,4916.79
UNDER,951.165
XXXXX,8000.055
TIRED,6949.36
XXXXX,7999.93
SMELL,2482.385
FOOD,4649.615
TIRED,1199.21
MONARCH,1564.86
TRIBE,2965.03
SKIN,5600.545
ITCH,3015.285
XXXXX,8001.175
DEATH,2848.185
HAPPY,5034.69
TEST,5898.805
XXXXX,7999.36
XXXXX,8003.16
MOVE,2427.65
STREET,3716.51
STORE,6466.825
XXXXX,7999.78
XXXXX,7995.565
WISH,1665.15
XXXXX,7999.89
NINE,1088.68
COPY,4831.575
STEAL,1465.95
BIKE,1682.755
XXXXX,7999.06
XXXXX,8000.385
HAPPY,6866.97
MAD,766.0650001
TRIBE,1099.7
SD,8474.53
HAPPY,3052.755
MAD,1016.1
TIRED,3218.26
SAD,5324.225
BIKE,6766.175
STEAL,1297.78
XXXXX,8000.41
SMALL,3165.59
LARGE,2754.455
XXXXX,8000.325
SAD,1981.93
XXXXX,7999.41
MAD,6899.74
TIRED,1331.795
XXXXX,8000.025
STREET,4215.68
STORE,6598.285
CHILD,5632.42
DRAW,6906.185
TRAILER,6281.43
WRONG,1749.77
MARRY,1399.295
XXXXX,8001.535
XXXXX,7999.915
TIRED,5452.895
RENT,4430.36
SMALL,6581.95
LARGE,1388.605
NINE,877.735
COPY,1299.485
STEAL,999.17
BIKE,1183.405
MAD,5097.585
SAD,1199.115
TIRED,2151.99
XXXXX,8000.5
XXXXX,7998.775
TIRED,2882.825
XXXXX,7999.645
HAPPY,2814.54
MAD,750.715
SAD,749.82
