"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"QUEEN",2214.545,"Studied",16,1,NA,"1","firstword","firstword",NA,NA
"LION",2980.79,NA,NA,NA,"Related","3","Identical","CLOSE",NA,NA
"SPOON",2331.305,"Studied",40,1,NA,"9","Identical","MINUS",NA,NA
"OUTTAKE",4646.05,"Studied",18,2,NA,"23","Related","INMATE","JAIL","INTAKE"
"MUSCLE",4012.715,"Studied",35,1,NA,"2","Identical","MINUTE",NA,NA
"DOOR",6960.385,"Studied",25,3,"Identical",NA,NA,NA,NA,NA
"CLAM",4812.195,"Studied",1,2,NA,"3","Related","ALTER","CHANGE",NA
"BEACH",5369.275,"Studied",15,2,NA,"1","firstword","firstword",NA,NA
"BUBBLES",7993.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VINES",2488.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POOL",4579.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
