RecalledWord,StudyPosition,Block
SILVER,1,1
CARD,2,1
EXCUSE,3,1
PACKAGE,4,1
DRUGS,5,1
CHILD,6,1
DRAW,7,1
NECK,8,1
TOOL,9,1
VOTE,10,1
PURPOSE,11,1
PLANE ,12,1
SHERIFF,13,1
TRAILER,14,1
SPIT,15,1
QUIET,16,1
EXACT,17,1
REAL,18,1
THANKS,19,1
MANY,20,1
PIECE,21,1
THIN,22,1
CLOWN,23,1
RAIN,24,1
STRIPE,25,1
POTATO,26,1
YOUNG,27,1
SHALLOW,28,1
SLIDE,29,1
ANNOY,30,1
KNIFE,31,1
DEATH,32,1
WRONG,33,1
STAMP,34,1
SAME,35,1
TOCK,36,1
SCISSORS,37,1
MARRY,38,1
RENT,39,1
BUSH,40,1
HATE,41,1
DISAGREE,42,1
GRAVE,1,2
MILK,2,2
STRESS,3,2
NIGHTS,4,2
RULE,5,2
TOWN,6,2
EXPLODE,7,2
TOUCH,8,2
SELF,9,2
LIGHT,10,2
REPEAT,11,2
TOOTH,12,2
ROSE,13,2
FAKE,14,2
HEAD,15,2
SKIN,16,2
UNDER,17,2
GUILT,18,2
SHEEP,19,2
STUPID,20,2
SHIRT,21,2
BREAD,22,2
DOCTOR,23,2
WOOD,24,2
KNIT,25,2
SUBJECT,26,2
MATH,27,2
GRAND,28,2
BRAIN,29,2
CLASS,30,2
WRITE,31,2
CELL,32,2
STEAL,33,2
ARMS,34,2
BABY,35,2
CLIMB,36,2
PROPER,37,2
BIKE,38,2
SPOTS,39,2
PENNY,40,2
STING,41,2
MOVE,42,2
UNCLEAR,1,3
SILK,2,3
EFFECT,3,3
JEANS,4,3
FRONT,5,3
MONKEY,6,3
FINISH,7,3
SURE,8,3
ONCE,9,3
BOSS,10,3
MAID,11,3
CASTLE,12,3
LARGE,13,3
MINIMUM,14,3
GLASSES,15,3
ALLOW,16,3
HELLO,17,3
SLEEP,18,3
MAD,19,3
SPICE,20,3
CAKE,21,3
COPY,22,3
CARRY,23,3
OVEN,24,3
PRIDE,25,3
WANT,26,3
PAPER,27,3
LETTER,28,3
ITCH,29,3
ENGLISH,30,3
SNEEZE,31,3
PLAN,32,3
SMART,33,3
BANK,34,3
PENCIL,35,3
FIRE,36,3
TIRED,37,3
BALL ,38,3
SOFT,39,3
NINE,40,3
WATER,41,3
SMALL,42,3
STORE,1,4
MUSIC ,2,4
HAIR,3,4
MAGIC,4,4
BELL,5,4
HAPPY,6,4
STREET,7,4
HEAR,8,4
BREAK,9,4
SHIP,10,4
YEAR,11,4
LOVE,12,4
LETTUCE,13,4
CLEAR,14,4
PROBLEM,15,4
DESERT,16,4
NONE,17,4
JACKET,18,4
TREE,19,4
BOARD,20,4
WARM,21,4
COLLECT,22,4
LAUGH,23,4
SWORD,24,4
CHOOSE,25,4
STICKY,26,4
DRESS,27,4
STRANGE,28,4
SMELL,29,4
SICK,30,4
TALK,31,4
MAYBE,32,4
LOSE,33,4
ROOF,34,4
VOLCANO,35,4
SING,36,4
FIND,37,4
GAME,38,4
TAKE,39,4
CHURCH,40,4
SOUR,41,4
FOOD,42,4
