RecalledWord,StudyPosition,Block
WORST,1,1
FINGER,2,1
YOURS,3,1
QUART,4,1
HORSE,5,1
MUSCLE,6,1
CLOCK,7,1
ANIMAL,8,1
QUEEN,9,1
GIRLS,10,1
CLOSE,11,1
CORAL,12,1
SPOON,13,1
SHOVE,14,1
UNCLE,15,1
BEHIND,16,1
TIGER,17,1
TEETH,18,1
WHOLE,19,1
THROW,20,1
LEAVES,21,1
MEAN,22,1
EARLY,23,1
FOUND,24,1
SHARK,25,1
MINUTE,26,1
GRASS,27,1
SHORT,28,1
OFFICE,29,1
LEMON,30,1
MINUS,31,1
BEFORE,32,1
THERE,33,1
ROCK,34,1
PHONE,35,1
FENCE,36,1
CANCER,37,1
DOLLAR,38,1
PLANT,39,1
WHERE,40,1
ENTER,41,1
PEPPER,42,1
NUMBER,1,2
SHEETS,2,2
CHEESE,3,2
DREAM,4,2
WEST,5,2
TWELVE,6,2
LAWYER,7,2
GROSS,8,2
FLOWER,9,2
STORY,10,2
BEACH,11,2
FRIGHT,12,2
BOMB,13,2
PICKLE,14,2
EGGS,15,2
CHANGE,16,2
ORANGE,17,2
WEIGHT,18,2
BIRD,19,2
FISH,20,2
OUTTAKE,21,2
CLAM,22,2
SELLER,23,2
SMOOTH,24,2
JAIL,25,2
NICKEL,26,2
CHAIR,27,2
HORN,28,2
YELLOW,29,2
GLORY,30,2
GUITAR,31,2
LENGTH,32,2
WORK,33,2
CRACKER,34,2
STREAM,35,2
RIGHT,36,2
STAIRS,37,2
MONEY,38,2
SONG,39,2
NEPHEW,40,2
STOP,41,2
DAGGER,42,2
KILL,1,3
DEAF,2,3
LEARN,3,3
HOTEL,4,3
LAKE,5,3
SOUTH,6,3
DOOR,7,3
GHOST,8,3
GEEK,9,3
SMILE,10,3
TRASH,11,3
STOMACH,12,3
CAMP,13,3
PICTURE,14,3
BELOW,15,3
WORLD,16,3
BLACK,17,3
SWAMP,18,3
ROAD,19,3
SORRY,20,3
BRIDE,21,3
HOOP,22,3
MINOR,23,3
THIEF,24,3
SHOES,25,3
NOISE,26,3
TRAIN,27,3
SMOKE,28,3
FROG,29,3
STARS,30,3
TIGHT,31,3
POUND,32,3
DEVIL,33,3
FIVE,34,3
WHEAT,35,3
DUSK,36,3
DIRT,37,3
PRESENT,38,3
KISS,39,3
LAND,40,3
SWEET,41,3
JUMP,42,3
MOTHER,1,4
BUTTER,2,4
KIDNAP,3,4
FIRST,4,4
THIRST,5,4
BRANCH,6,4
TOES,7,4
WILD,8,4
WINTER,9,4
LESS,10,4
SPIDER,11,4
MOST,12,4
WAITER,13,4
STATES,14,4
ALIVE,15,4
TOUR,16,4
ARGUE,17,4
BORROW,18,4
SOAP,19,4
VERB,20,4
NAVY,21,4
INHALE,22,4
MIDDLE,23,4
TENNIS,24,4
CLUE,25,4
LOOK,26,4
NOSE,27,4
THREAD,28,4
PAIN,29,4
BUCKET,30,4
SQUARE,31,4
CANDLE,32,4
SLOW,33,4
HUNGER,34,4
SEEK,35,4
TEST,36,4
BALLET,37,4
SUPPER,38,4
NEWS,39,4
CHAIN,40,4
READ,41,4
PURPLE,42,4
