Participant,Prime,Prime_Duration,rt,Response
JM,UNEASY,115.675,1266.78,UNEASY
JM,TOTALLY,115.665,1299.945,TOTALLY
JM,PIAZZA,116.7,1001.095,PIZZA
JM,MIDLAND,116.86,1316.705,MIDLAND
JM,SHAVE,117.705,1233.785,SHAVE
JM,STARK,115.455,983.72,SHARK
JM,SPUN,117.325,1550.125,XXXXX
JM,SPUNK,116.71,1064.96,SPUNK
JM,SNAP,116.435,849.08,SNA
JM,MEET,113.82,916.435,MEET
JM,HOSTEL,116.64,1300.145,HOSTEL
JM,VOID,117.805,1868.195,AVOID
JM,EFFIGY,117.64,138.405,XXXXX
JM,PEEP,115.315,1015.15,PEEP
JM,WIND,116.36,1067.315,WIND
JM,TRIVIA,115.175,1212.595,TRIVIA
JM,FOREST,116.215,1968.525,FOREST
JM,MUZZLE,117.25,1450.865,MUZZLER
JM,SUIT,115.8,1087.85,SUIT
JM,LEND,117.16,1015.355,LEND
JM,RESUME,116.65,1398.98,RESUMES
JM,CHEER,116.06,1274.175,CHEER
JM,LYNX,116.755,1183.305,LYNX
JM,REACTOR,116.09,1266.395,REACT
JM,OPTION,117.315,1000.39,OPTION
JM,TRAITOR,116.07,1389.635,TRAITORS
JM,CLAW,117.785,966.93,CLAWS
JM,KEEP,116.12,934.385,KEEP
JM,FAUNA,116.445,183.555,XXXXX
JM,DAMAGE,115.97,1130.2,DAMAGE
JM,CHEAT,115.705,1156.21,IMAGE
JM,CORNER,117.185,1369.575,CORNER
JM,CEASE,118.345,1338.505,CLEAN
JM,FREAK,117.295,1021.4,FREAK
JM,MORAL,116.955,1078.1,MORAL
JM,PULL,116.495,1862.62,PULL
JM,FLAK,117.745,2133.235,XXXXX
JM,ERUPT,114.225,1185.81,ERUPT
JM,SPAN,115.68,866.32,SPAN
JM,VODKA,118.23,1359.225,VODKA
